id	nl	mr	repair_head_smatch	repair_mid_smatch	repair_tail_smatch	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl	repair_head_sbn	repair_mid_sbn	repair_tail_sbn	repair_interrug_sbn
p90/d2399	I ran away from home when I was thirteen. 	person.n.01 EQU speaker run_away.v.01 Theme -1 Time +1 Source +2 time.n.08 TPR now home.n.01 person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 TIN -5 Time -1 Value +1 measure.n.02 Quantity 13 Unit +1 year.n.01					I ran away from home when I was thirteen.	I ran away from school, home when I was thirteen.	I ran away from school, home when I was thirteen.	I ran away from school, I mean, home when I was thirteen.	person.n.01 EQU speaker run_away.v.01 Theme -1 Time +1 Source +2 time.n.08 TPR now home.n.01 person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 TIN -5 Time -1 Value +1 measure.n.02 Quantity 13 Unit +1 year.n.01	person.n.01 EQU speaker run_away.v.01 Theme -1 Time +1 Source +2 time.n.08 TPR now school.n.02 Location +1 home.n.01 person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 TIN -6 Time -1 Value +1 measure.n.02 Quantity 13 Unit +1 year.n.01	person.n.01 EQU speaker run_away.v.01 Theme -1 Time +1 Source +2 time.n.08 TPR now school.n.02 Location +1 home.n.01 person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 TIN -6 Time -1 Value +1 measure.n.02 Quantity 13 Unit +1 year.n.01	person.n.01 EQU speaker run_away.v.01 Theme -1 Time +1 Source +2 time.n.08 TPR now school.n.02 CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Theme -1 Time +1 Destination +2 time.n.08 EQU now home.n.01 person.n.01 EQU speaker time.n.08 TPR now old.a.01 
p78/d2341	Tom flipped over the card and saw that it was the ace of spades. 	"male.n.02 Name \\\""Tom\\\"" flip_over.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now card.n.01 see.v.01 Proposition >1 Experiencer -4 Time +1 time.n.08 TPR now CONTINUATION <0 entity.n.01 ANA -3 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now ace.n.02 SubOf +1 spade.n.01"					Jerry, Tom flipped over the card and saw that it was the ace of spades.	Tom flipped over the queen, the card and saw that it was the ace of spades.	Tom flipped over the card and saw that it was the ace of hearts, the ace of spades.	Tom flipped over the queen, I mean, the card and saw that it was the ace of spades.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" flip.v.01 Theme -2 Time +1 Source +2 time.n.08 TPR now card.n.01 see.v.01 Proposition >1 Experiencer -5 Time +1 time.n.08 TPR now CONTINUATION <0 entity.n.01 be.v.01 Theme -1 Time +1 Co-T"	"male.n.02 Name ""Tom"" flip_over.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now person.n.01 Role +1 queen.n.02 card.n.02 see.v.01 Proposition >1 Experiencer -5 Time +1 time.n.08 TPR now CONTINUATION <0 entity.n.01 be.v.01 Theme -1 Time +1 Co-Theme +2 time"	"male.n.02 Name ""Tom"" flip_over.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now card.n.01 see.v.01 Proposition >1 Experiencer -4 Time +1 time.n.08 TPR now CONTINUATION <0 entity.n.01 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now ace_of_hearts.n.01"	"male.n.02 Name ""Tom"" flip_over.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now person.n.01 Role +1 queen.n.02 CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now card.n.04 see.v.01 Proposition >1 Experiencer -5 T"
p80/d2136	As soon as Tom heard the phone, he answered it. 	"male.n.02 Name \\\""Tom\\\"" hear.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now phone.n.01 CONTINUATION <1 male.n.02 ANA -4 answer.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now entity.n.01 ANA -4"					As far as, as soon as Tom heard the phone, he answered it.	As soon as Nick, Tom heard the phone, he answered it.	As soon as Tom heard the phone, he answered it, the door.	As soon as Nick, I mean, Tom heard the phone, he answered it.	"male.n.02 Name ""Tom"" hear.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now phone.n.01 male.n.02 ANA -4 answer.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now entity.n.01"	"male.n.02 Name ""Nick"" male.n.02 Name ""Tom"" hear.v.01 Experiencer -2 Stimulus -1 Time +1 Stimulus +2 time.n.08 TPR now phone.n.01 male.n.02 ANA -5 answer.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now entity.n.01"	"male.n.02 Name ""Tom"" hear.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now phone.n.01 male.n.02 ANA -4 answer.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now entity.n.01 door.n.01"	"male.n.02 Name ""Nick"" person.n.01 EQU speaker mean.v.02 Agent -2 Time +2 Theme +4 mean.v.02 Agent -2 Time +2 Theme +4 time.n.08 EQU now time.n.08 TPR now phone.n.01 male.n.02 Name ""Tom"" hear.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now phone."
p87/d2198	All of a sudden, a fire broke out in the movie theater. 	all_of_a_sudden.r.02 fire.n.01 break_out.v.01 Manner -2 Theme -1 Time +1 Location +2 time.n.08 TPR now movie_theater.n.01					Gradually, all of a sudden, a fire broke out in the movie theater.	All of a sudden, a flood, a fire broke out in the movie theater.	All of a sudden, a fire broke out in the concert hall, the movie theater.	All of a sudden, a flood, I mean, a fire broke out in the movie theater.	gradually.r.01 fire.n.01 break_out.v.01 Manner -2 Theme -1 Time +1 Location +2 time.n.08 TPR now movie_theater.n.01	all_of_sudden.r.01 flood.n.01 fire.n.04 break_out.v.01 Manner -3 Theme -2 Time +2 Location +4 break_out.v.01 Manner -3 Theme -2 Time +2 Location +4 time.n.08 TPR now time.n.08 TPR now movie_theater.n.01 movie_theater.n.01	all_of_sudden.r.01 fire.n.01 break_out.v.01 Manner -2 Theme -1 Time +1 Location +2 time.n.08 TPR now concert_hall.n.01 EQU +1 movie_theater.n.01	all_of_sudden.r.01 flood.n.01 person.n.01 EQU speaker mean.v.01 Manner -2 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 fire.n.04 break_out.v.01 Theme -1 Time +1 Location +2 time.n.08 TPR now movie_theater.n.01
p90/d2068	Pochi and Moko are in the kennel, and other dogs are playing in the garden. 	"animal.n.01 Name \\\""Pochi\\\"" entity.n.01 Sub -1 Sub +1 animal.n.01 Name \\\""Moko\\\"" be.v.03 Theme -2 Time +1 Location +2 time.n.08 EQU now kennel.n.01 CONTINUATION <1 dog.n.01 NEQ +1 dog.n.01 time.n.08 EQU now play.v.05 Agent -2 Time -1 Location +1 garden.n.03"					Pochi and Tofu, Moko are in the kennel, and other dogs are playing in the garden.	Pochi and Moko are in the yard, the kennel, and other dogs are playing in the garden.	Pochi and Moko are in the kennel, and other dogs are playing in the yard, the garden.	Pochi and Moko are in the yard, I mean, the kennel, and other dogs are playing in the garden.	"animal.n.01 Name ""Pochi"" entity.n.01 Sub -1 Sub +1 animal.n.01 Name ""Tofu"" animal.n.01 Name ""Moko"" be.v.03 Theme -2 Time +2 Location +4 be.v.03 Theme -2 Time +2 Location +4 time.n.08 EQU now time.n.08 EQU now kennel.n.01 kennel.n.01 CONTINUATION <1 dog.n."	"animal.n.01 Name ""Pochi"" entity.n.01 Sub -1 Sub +1 animal.n.01 Name ""Moko"" be.v.03 Theme -2 Time +1 Location +2 time.n.08 EQU now yard.n.02 CONTINUATION <1 kennel.n.01 entity.n.01 Sub -1 Sub +2 dog.n.01 NEQ +1 dog.n.01 time.n.08 EQU now play.v.05 Agent -3"	"animal.n.01 Name ""Pochi"" entity.n.01 Sub -1 Sub +1 animal.n.01 Name ""Moko"" be.v.03 Theme -2 Time +1 Location +2 time.n.08 EQU now kennel.n.01 CONTINUATION <1 dog.n.01 NEQ +1 dog.n.01 time.n.08 EQU now play.v.05 Agent -2 Time -1 Location +1 Location +2 yard."	"animal.n.01 Name ""Pochi"" entity.n.01 Sub -1 Sub +1 animal.n.01 Name ""Moko"" be.v.03 Theme -2 Time +1 Location +2 time.n.08 EQU now yard.n.02 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 k"
p64/d2961	The mountains in the Himalayas are higher than those in the Andes. 	"mountain.n.01 Location +1 range.n.04 Name \\\""Himalayas\\\"" time.n.08 EQU now high.a.02 AttributeOf -3 Time -1 Degree +1 more.r.01 Theme -4 Co-Theme +1 mountain.n.01 Location +1 range.n.04 Name \\\""Andes\\\"""					The lakes, the mountains in the Himalayas are higher than those in the Andes.	The mountains in the Alps, the Himalayas are higher than those in the Andes.	The mountains in the Himalayas are higher than those in the Alps, the Andes.	The mountains in the Alps, I mean, the Himalayas are higher than those in the Andes.	"lake.n.01 mountain.n.01 Location +1 range.n.04 Name ""Himalayas"" time.n.08 EQU now high.a.02 AttributeOf -4 Time -1 Degree +1 more.r.01 Theme -5 Co-Theme +1 Location +2 lake.n.01 range.n.04 Name ""Andes"""	"mountain.n.01 Location +1 range.n.04 Name ""Alps"" entity.n.01 Sub -2 Sub +1 range.n.04 Name ""Himalayas"" time.n.08 EQU now high.a.02 AttributeOf -4 Time -1 Degree +1 more.r.01 Theme -5 Co-Theme +1 mountain.n.01 Location +1 range.n.04 Name ""Andes"""	"mountain.n.01 Location +1 range.n.04 Name ""Himalayas"" time.n.08 EQU now high.a.02 AttributeOf -3 Time -1 Degree +1 more.r.01 Theme -4 Co-Theme +1 mountain.n.01 Location +1 range.n.04 Name ""Alps"" EQU +1 range.n.04 Name ""Andes"""	"mountain.n.01 Location +1 range.n.04 Name ""Alps"" person.n.01 EQU speaker mean.v.02 Location -2 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 range.n.04 Name ""Himalayas"" time.n.08 EQU now high.a.02 AttributeOf -2 Time -1 Degree +1 more.r.01"
p67/d2005	Money and I are strangers; in other words, I am poor. 	money.n.01 entity.n.01 Sub -1 Sub +1 person.n.01 EQU speaker be.v.01 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 stranger.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 EQU now poor.a.02 AttributeOf -2 Time -1					Money and I are strangers; in other words, I am poor.	Money and I are lovers, strangers; in other words, I am poor.	Money and I are strangers; in other words, I am rich, poor.	Money and I are lovers, I mean, strangers; in other words, I am poor.	money.n.01 entity.n.01 Sub -1 Sub +1 person.n.01 EQU speaker be.v.01 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 stranger.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 EQU now poor.a.02 AttributeOf -2 Time -1	money.n.01 entity.n.01 Sub -1 Sub +1 person.n.01 EQU speaker be.v.01 Theme -2 Time +1 Co-Theme +4 time.n.08 EQU now person.n.01 Role +1 lover.n.01 person.n.01 Role +1 stranger.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 EQU now poor.a.02 Attribut	money.n.01 entity.n.01 Sub -1 Sub +1 person.n.01 EQU speaker be.v.01 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 stranger.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 EQU now time.n.08 EQU now rich.a.01 AttributeOf -3 Time	money.n.01 entity.n.01 Sub -1 Sub +1 person.n.01 EQU speaker be.v.01 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 lover.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 R
p80/d2047	The guards found a hacksaw blade in the prisoner's pocket. 	person.n.01 Role +1 guard.n.01 find.v.02 Agent -2 Time +1 Theme +3 Location +6 time.n.08 TPR now hacksaw.n.01 blade.n.09 PartOf -1 person.n.01 Role +1 prisoner.n.01 pocket.n.01 User -2					The farmers, the guards found a hacksaw blade in the prisoner's pocket.	The guards found a screwdriver, a hacksaw blade in the prisoner's pocket.	The guards found a hacksaw blade in the prisoner's hand, pocket.	The guards found a screwdriver, I mean, a hacksaw blade in the prisoner's pocket.	person.n.01 Role +1 farmer.n.01 entity.n.01 Sub -2 Sub +1 person.n.01 Role +1 guard.n.01 find.v.01 Agent -4 Time +1 Theme +3 Location +6 time.n.08 TPR now hacksaw.n.01 blade.n.06 PartOf -1 person.n.01 Role +1 prisoner.n.01 pocket.n.01 User -2	person.n.01 Role +1 guard.n.01 find.v.01 Agent -2 Time +1 Theme +3 time.n.08 TPR now screwdriver.n.01 hacksaw.n.01 blade.n.05 PartOf -1 Location +2 person.n.01 Role +1 prisoner.n.01 pocket.n.01 User -2	person.n.01 Role +1 guard.n.01 find.v.01 Agent -2 Time +1 Theme +3 Location +5 time.n.08 TPR now hacksaw.n.01 blade.n.06 PartOf -1 person.n.01 Role +1 prisoner.n.01 hand.n.01 PartOf -2 pocket.n.01 User -2	person.n.01 Role +1 guard.n.01 find.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now screwdriver.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +3 time.n.08 TPR now hacksaw.n.01 blade.n.05 PartOf -1 Location +2 person.n.01 
p89/d3526	I took my boots off because my feet were freezing. 	person.n.01 EQU speaker take_off.v.06 Agent -1 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker boot.n.01 User -1 EXPLANATION <1 person.n.01 EQU speaker foot.n.01 PartOf -1 time.n.08 TPR now freeze.v.03 Patient -2 Time -1					She, I took my boots off because my feet were freezing.	I took my gloves, my boots off because my feet were freezing.	I took my boots off because my hands, my feet were freezing.	I took my gloves, I mean, my boots off because my feet were freezing.	female.n.02 entity.n.01 Sub -1 Sub +1 person.n.01 EQU speaker take_off.v.06 Agent -2 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker boot.n.01 User -1 EXPLANATION <1 person.n.01 EQU speaker foot.n.01 PartOf -1 time.n.08 TPR now freeze.v.03 Pati	person.n.01 EQU speaker take_off.v.06 Agent -1 Time +2 Theme +4 take_off.v.06 Agent -2 Time +2 Theme +5 time.n.08 TPR now time.n.08 TPR now person.n.01 EQU speaker glove.n.02 User -1 person.n.01 EQU speaker boot.n.01 User -1 EXPLANATION <1 person.n.01 EQU	person.n.01 EQU speaker take_off.v.06 Agent -1 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker boot.n.01 User -1 EXPLANATION <1 person.n.01 EQU speaker hand.n.01 PartOf -1 entity.n.01 Sub -1 Sub +2 person.n.01 EQU speaker foot.n.01 PartOf -1 t	person.n.01 EQU speaker take_off.v.06 Agent -1 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker glove.n.02 User -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker boot.n.01 Us
p19/d2950	That is the girl whose father is a doctor. 	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now girl.n.01 person.n.01 Role +1 father.n.01 Of -2 be.v.08 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 doctor.n.01					This, that is the girl whose father is a doctor.	That is the woman, the girl whose father is a doctor.	That is the girl whose father is a lawyer, a doctor.	That is the woman, I mean, the girl whose father is a doctor.	entity.n.01 entity.n.01 be.v.02 Theme -2 Time +2 Co-Theme +4 be.v.02 Theme -2 Time +2 Co-Theme +5 time.n.08 EQU now time.n.08 EQU now girl.n.01 person.n.01 Role +1 father.n.01 Of -2 be.v.08 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now woman.n.01 CONTINUATION <1 girl.n.01 person.n.01 Role +1 father.n.01 Of -2 be.v.08 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 doctor.n.01	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now girl.n.01 person.n.01 Role +1 father.n.01 Of -2 be.v.08 Theme -2 Time +1 Co-Theme +3 time.n.08 EQU now person.n.01 Role +1 lawyer.n.01 person.n.01 Role +1 doctor.n.01	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now woman.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now girl.n.01 person.n.01 Role +1 father.n.01 Of -2 be.v.08 Theme -2 Time +1 Co-Them
p31/d3277	Tom puts honey in his tea instead of sugar. 	"male.n.02 Name \\\""Tom\\\"" put.v.01 Agent -1 Time +1 Theme +2 Destination +4 time.n.08 EQU now honey.n.01 male.n.02 ANA -4 tea.n.01 Consumer -1 NEGATION <1 entity.n.01 EQU -5 Theme +1 sugar.n.01"					Jason, Tom puts honey in his tea instead of sugar.	Tom puts jam, honey in his tea instead of sugar.	Tom puts honey in his tea instead of jam, sugar.	Tom puts jam, I mean, honey in his tea instead of sugar.	"male.n.02 Name ""Jason"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" put.v.01 Agent -2 Time +1 Theme +2 Destination +4 time.n.08 EQU now honey.n.01 male.n.02 ANA -5 tea.n.01 Consumer -1 NEGATION <1 entity.n.01 EQU -6 Theme +1 sugar.n.01"	"male.n.02 Name ""Tom"" put.v.01 Agent -1 Time +1 Theme +3 Destination +5 time.n.08 EQU now jam.n.01 honey.n.01 AttributeOf -1 male.n.02 ANA -5 tea.n.01 Consumer -1 NEGATION <1 entity.n.01 EQU -6 Theme +1 sugar.n.01"	"male.n.02 Name ""Tom"" put.v.01 Agent -1 Time +1 Theme +2 Destination +4 time.n.08 EQU now honey.n.01 male.n.02 ANA -4 tea.n.01 Consumer -1 NEGATION <1 entity.n.01 EQU -5 Theme +1 jam.n.01 CONTINUATION <1 sugar.n.01 EQU -7"	"male.n.02 Name ""Tom"" put.v.01 Agent -1 Time +1 Theme +2 Destination +4 time.n.08 EQU now jam.n.01 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 Destination +4 time.n.08 EQU now honey.n.01 male.n.02 ANA -8 tea.n.01 Consumer -1 NEGATION <1 en"
p01/d1585	Tom took a picture of his dog and sent it to Mary. 	"male.n.02 Name \\\""Tom\\\"" take.v.16 Agent -1 Time +1 Theme +2 time.n.08 TPR now picture.n.01 Topic +2 male.n.02 ANA -4 dog.n.01 Owner -1 send.v.03 Agent -6 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity.n.01 ANA -5 female.n.02 Name \\\""Mary\\\"""					Jerry, Tom took a picture of his dog and sent it to Mary.	Tom took a photo, a picture of his dog and sent it to Mary.	Tom took a picture of his cat, his dog and sent it to Mary.	Tom took a photo, I mean, a picture of his dog and sent it to Mary.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" take.v.16 Agent -2 Time +1 Theme +2 time.n.08 TPR now picture.n.01 Theme +2 male.n.02 ANA -5 dog.n.01 Owner -1 send.v.03 Agent -7 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity"	"male.n.02 Name ""Tom"" take.v.16 Agent -1 Time +2 Theme +4 take.v.16 Agent -2 Time +2 Theme +4 time.n.08 TPR now time.n.08 TPR now photo.n.01 picture.n.01 Theme +2 male.n.02 ANA -7 dog.n.01 Owner -1 send.v.03 Agent -8 Time +2 Theme +4 Destination +10 take.v."	"male.n.02 Name ""Tom"" take.v.16 Agent -1 Time +1 Theme +2 time.n.08 TPR now picture.n.01 Theme +2 male.n.02 ANA -4 cat.n.01 Owner -1 EQU +2 male.n.02 ANA -6 dog.n.01 Owner -1 send.v.03 Agent -8 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity.n.01 "	"male.n.02 Name ""Tom"" take.v.16 Agent -1 Time +1 Theme +2 time.n.08 TPR now photo.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now picture.n.01 Topic +2 male.n.02 ANA -8 dog.n.01 Owner -1 send.v.03 Agent -"
p04/d0761	Procter and Gamble spends $1.8 billion for Research and Development.	"company.n.01 Name \\\""Procter and Gamble\\\"" spend.v.02 Agent -1 Time +1 Asset +2 Theme +4 time.n.08 EQU now dollar.n.01 Quantity +1 quantity.n.01 EQU 1800000000 research_and_development.n.01"					Colgate, Procter and Gamble spends $1.8 billion for Research and Development.	Procter and Gamble spends $1.8 million, $1.8 billion for Research and Development.	Procter and Gamble spends $1.8 billion for Marketing, Research and Development.	Procter and Gamble spends $1.8 million, I mean, $1.8 billion for Research and Development.	"company.n.01 Name ""Colgate, Procter and Gamble"" spend.v.02 Agent -1 Time +1 Asset +2 Theme +4 time.n.08 EQU now dollar.n.01 Quantity +1 quantity.n.01 EQU 1800000000 research_and_development.n.01"	"company.n.01 Name ""Procter and Gamble"" spend.v.02 Agent -1 Time +1 Asset +3 Theme +5 time.n.08 EQU now dollar.n.01 Quantity +1 quantity.n.01 EQU 180000000 dollar.n.01 Quantity -2 research_and_development.n.01"	"company.n.01 Name ""Procter and Gamble"" spend.v.02 Agent -1 Time +1 Asset +2 Theme +4 time.n.08 EQU now dollar.n.01 Quantity +1 quantity.n.01 EQU 1800000000 marketing.n.01 research_and_development.n.01 EQU -1"	"company.n.01 Name ""Procter and Gamble"" spend.v.02 Agent -1 Time +1 Asset +2 Theme +4 time.n.08 EQU now dollar.n.01 Quantity +1 quantity.n.01 EQU 180000000 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now dollar.n.01 Quantity "
p50/d1422	The trip was canceled because of a terrible storm. 	trip.n.01 time.n.08 TPR now cancel.v.01 Theme -2 Time -1 Causer +1 entity.n.01 EQU +2 terrible.a.03 AttributeOf +1 storm.n.01					The seminar, the trip was canceled because of a terrible storm.	The trip was postponed, canceled because of a terrible storm.	The trip was canceled because of a traffic jam, a terrible storm.	The trip was postponed, I mean, canceled because of a terrible storm.	seminar.n.01 trip.n.01 time.n.08 TPR now time.n.08 TPR now cancel.v.01 Theme -4 Time -2 Causer +2 cancel.v.01 Theme -4 Time -2 Causer +2 cancel.v.01 Theme -4 Causer +2 cancel.v.01 Theme -4 Causer +2 cancel.v.01 Theme -4 Causer +2 cancel.v.01 Theme -4 Cause	trip.n.01 time.n.08 TPR now time.n.08 TPR now postpone.v.01 Theme -3 Time -2 cancel.v.01 Theme -4 Time -2 Causer +1 entity.n.01 EQU +2 terrible.a.01 AttributeOf +1 storm.n.01	trip.n.01 time.n.08 TPR now cancel.v.01 Theme -2 Time -1 Causer +1 entity.n.01 EQU +1 traffic_jam.n.01 EQU +2 terrible.a.01 AttributeOf +1 storm.n.01	trip.n.01 time.n.08 TPR now postpone.v.01 Theme -2 Time -1 Time +1 time.n.08 TPR now CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Agent -1 Time +1 Topic +2 time.n.08 EQU now cancel.v.01 Theme -3 Causer +1 entity.n.01 EQU +2 terrible.a.01 AttributeOf
p93/d0874	Your eyes are as beautiful as the arms of the Venus de Milo. 	"person.n.01 EQU hearer eye.n.01 PartOf -1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 beautiful.a.01 AttributeOf -3 Time -2 Degree -1 arm.n.01 PartOf +1 sculpture.n.01 Name \\\""Venus de Milo\\\"""					Your nose, your eyes are as beautiful as the arms of the Venus de Milo.	Your eyes are as beautiful as the legs, the arms of the Venus de Milo.	Your eyes are as beautiful as the legs, the arms of the Venus de Milo.	Your eyes are as beautiful as the legs, I mean, the arms of the Venus de Milo.	"person.n.01 EQU hearer nose.n.01 PartOf -1 entity.n.01 Sub -1 Sub +2 person.n.01 EQU hearer eye.n.01 PartOf -1 time.n.08 EQU now as.r.01 Theme -4 Co-Theme +2 beautiful.a.01 AttributeOf -5 Time -2 Degree -1 arm.n.01 PartOf +1 sculpture.n.01 Name ""Venus de Mi"	"person.n.01 EQU hearer eye.n.01 PartOf -1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +3 beautiful.a.01 AttributeOf -3 Time -2 Degree -1 leg.n.01 arm.n.01 PartOf +1 sculpture.n.01 Name ""Venus de Milo"""	"person.n.01 EQU hearer eye.n.01 PartOf -1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +3 beautiful.a.01 AttributeOf -3 Time -2 Degree -1 leg.n.01 arm.n.01 PartOf +1 sculpture.n.01 Name ""Venus de Milo"""	person.n.01 EQU hearer eye.n.01 PartOf -1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 beautiful.a.01 AttributeOf -3 Time -2 Degree -1 leg.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now arm.n.01 PartOf
p00/d2320	My friend invited me to dinner at the restaurant. 	person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 invite.v.05 Agent -2 Time +1 Beneficiary +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker dinner.n.02 Location +1 restaurant.n.01					Her, my friend invited me to dinner at the restaurant.	My friend invited me to breakfast, dinner at the restaurant.	My friend invited me to dinner at the café, the restaurant.	My friend invited me to breakfast, I mean, dinner at the restaurant.	female.n.02 entity.n.01 Sub -1 Sub +2 person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 invite.v.02 Agent -5 Time +1 Beneficiary +2 Theme +3 Location +5 time.n.08 TPR now person.n.01 EQU speaker dinner.n.01 restaurant.n.01	person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 invite.v.02 Agent -2 Time +1 Beneficiary +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker breakfast.n.01 dinner.n.01 Location +1 restaurant.n.01	person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 invite.v.02 Agent -2 Time +1 Beneficiary +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker dinner.n.01 Location +1 person.n.01 Role +1 café.n.01 EQU +1 restaurant.n.01	person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 invite.v.02 Agent -2 Time +1 Beneficiary +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker breakfast.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.
