id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl
p25/d3227	Tom doesn't have a credit card or a bank account. 	male.n.02 Name \"Tom\" NEGATION <1 time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 entity.n.01 NEGATION <1 NEGATION <1 credit_card.n.01 EQU -1 NEGATION <2 bank_account.n.01 EQU -2									"Mohamed, Tom doesn't have a credit card or a bank account."	Tom doesn't have a debit card, a credit card or a bank account.	Tom doesn't have a credit card or a savings account, a bank account.
p20/d3515	When I was a boy, I was addicted to reading detective stories. 	person.n.01 EQU speaker be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now boy.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 TPR now addicted.a.01 Experiencer -2 Time -1 Stimulus +1 read.v.01 Topic +1 detective_story.n.01									When I was a man, a boy, I was addicted to reading detective stories.	When I was a boy, my mum, I was addicted to reading detective stories.	When I was a boy, I was addicted to reading mystery novels, detective stories.
p28/d3020	The neighbors' son won the spelling bee at school. 	person.n.01 Role +1 neighbor.n.01 person.n.01 Role +1 son.n.01 Of -3 win.v.01 Agent -2 Time +1 Theme +3 Location +4 time.n.08 TPR now spelling.n.01 bee.n.02 Theme -1 school.n.01									The student's, the neighbors' son won the spelling bee at school.	The neighbors' daughter, the son won the spelling bee at school.	The neighbors' son won the math competition, the spelling bee at school.
p95/d1390	What was the first name of Gottfried Reinhardt's father? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now first_name.n.01 Bearer +2 male.n.02 Name \"Gottfried Reinhardt\" person.n.01 Role +1 father.n.01 Of -2									Who, what was the first name of Gottfried Reinhardt's father?	What was the first name of Wilhelm, Gottfried Reinhardt's father?	What was the first name of Gottfried Reinhardt's mother, his father?
p42/d2269	It took him ten minutes to solve the problem. 	time.n.08 TPR now male.n.02 quantity.n.01 EQU 10 minute.n.01 Quantity -1 solve.v.01 Time -4 Agent -3 Duration -1 Theme +1 problem.n.02									It took her, him ten minutes to solve the problem.	It took him five, ten minutes to solve the problem.	It took him ten minutes to solve the puzzle, the problem.
p32/d1056	The technology was first used on a patient in Munich in 1980. 	technology.n.01 time.n.08 TPR now use.v.01 Time -1 Order 1 Theme -2 Patient +1 Location +3 Time +4 person.n.01 Role +1 patient.n.01 city.n.01 Name \"Munich\" time.n.08 YearOfCentury 1980									The treatment, the technology was first used on a patient in Munich in 1980.	The technology was first used on a robot, a patient in Munich in 1980.	The technology was first tested, used on a patient in Munich in 1980.
p39/d1990	Tom bumped into Mary and spilled his drink on her. 	male.n.02 Name \"Tom\" bump_into.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now female.n.02 Name \"Mary\" spill.v.01 Agent -4 Time +1 Theme +3 Destination +4 time.n.08 TPR now male.n.02 ANA -6 drink.n.01 Consumer -1 female.n.02 ANA -5									Yolanda, Tom bumped into Mary and spilled his drink on her.	Tom bumped into John, Mary and spilled his drink on her.	Tom bumped into Mary and spilled his drink on him, her.
p34/d3200	One, three, five, seven and nine are odd numbers. 	one.n.01 three.n.01 five.n.01 seven.n.01 entity.n.01 Sub -4 Sub -3 Sub -2 Sub -1 Sub +1 nine.n.01 be.v.01 Theme -2 Time +1 Co-Theme +3 time.n.08 EQU now odd.a.01 AttributeOf +1 number.n.02									Three, one, three, five, seven and nine are odd numbers.	One, two, three, five, seven and nine are odd numbers.	One, three, five, seven and nine are even, odd numbers.
p45/d2491	An empathetic girl can empathize with a friend's feelings. 	empathetic.a.01 AttributeOf +1 girl.n.01 POSSIBILITY <1 empathize.v.01 Experiencer -1 Stimulus +3 person.n.01 Role +1 friend.n.01 feeling.n.01 Creator -2									A selfish, an empathetic girl can empathize with a friend's feelings.	An empathetic girl can empathize with a stranger, a friend's feelings.	An empathetic girl can empathize with a friend's thoughts, feelings.
p91/d1513	The dining car's at the front end of the train. 	dining_car.n.01 be.v.03 Theme -1 Time +1 Location +2 time.n.08 EQU now front_end.n.01 PartOf +1 train.n.01									The baggage car, the dining car's at the front end of the train.	The dining car's at the back, the front end of the train.	The dining car's at the front end of the engine, the train.
p02/d0136	Tom asks his mother if she can but him a new toy. 	male.n.02 Name \"Tom\" ask.v.02 Proposition >1 Agent -1 Time +1 Recipient +3 time.n.08 EQU now male.n.02 ANA -3 person.n.01 Role +1 mother.n.01 Of -2 CONTINUATION <0 female.n.02 POSSIBILITY <1 buy.v.01 Agent -1 Beneficiary +1 Theme +3 male.n.02 ANA -8 new.a.01 AttributeOf +1 toy.n.01									Kevin, Tom asks his mother if she can but him a new toy.	Tom asks his father, his mother if she can but him a new toy.	Tom asks his mother if she can buy him a new book, a toy.
p53/d1419	I was born on the 31st of May in 1940. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 31 time.n.08 MonthOfYear 5 EQU -1 time.n.08 YearOfCentury 1940 EQU -1									My sister, I was born on the 31st of May in 1940.	I was born on the 15th, the 31st of May in 1940.	I was born on the 31st of May in 1930, 1940.
p60/d2708	The company invested a lot of money in this project. 	company.n.01 invest.v.01 Agent -1 Time +1 Theme +2 Beneficiary +4 time.n.08 TPR now entity.n.01 Quantity + EQU +1 money.n.01 project.n.01									The company misappropriated, invested a lot of money in this project.	The company invested a small fortune, a lot of money in this project.	The company invested a lot of money in that project, this project.
p83/d2210	A Californian policeman pulled a car over and spoke to the driver. 	state.n.01 Name \"california\" person.n.01 Source -1 Role +1 policeman.n.01 pull_over.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now car.n.01 speak.v.02 Agent -5 Time +1 Co-Agent +2 time.n.08 TPR now person.n.01 Role +1 driver.n.01									A New Yorker, a Californian policeman pulled a car over and spoke to the driver.	A Californian firefighter, a policeman pulled a car over and spoke to the driver.	A Californian policeman pulled a truck, a car over and spoke to the driver.
p10/d1384	Which state has the longest coastline on the Atlantic Ocean? 	state.n.01 Name ? have.v.02 Pivot -1 Time +1 Theme +4 time.n.08 EQU now long.a.02 Degree +1 most.r.01 coastline.n.01 Attribute -2 Location +1 ocean.n.01 Name \"Atlantic Ocean\"									Which country, state has the longest coastline on the Atlantic Ocean? 	Which state has the longest river, the longest coastline on the Atlantic Ocean?	Which state has the longest coastline on the Pacific Ocean, the Atlantic Ocean?
p92/d2380	Tom named his squirrel Hazelnut, because it likes hazelnuts. 	male.n.02 Name \"Tom\" time.n.08 TPR now name.n.02 Agent -2 Time -1 Theme +2 Result +3 male.n.02 ANA -3 squirrel.n.01 Owner -1 name.n.01 EQU \"Hazelnut\" EXPLANATION <1 entity.n.01 ANA -2 like.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now hazelnut.n.02									Hazel, Tom named his squirrel Hazelnut, because it likes hazelnuts.	Tom named his squirrel Peanut, Hazelnut because it likes hazelnuts.	Tom named his squirrel Hazelnut, because it likes walnuts, hazelnuts.
p40/d2392	This book is so difficult that I can't read it. 	book.n.01 time.n.08 EQU now difficult.a.01 AttributeOf -2 Time -1 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 read.v.01 Experiencer -1 Stimulus +1 entity.n.01 ANA -5									This paper, this book is so difficult that I can't read it.	This book is so easy, difficult that I can't read it.	This book is so difficult that I can't write it, read it.
p17/d2084	The atomic bomb destroyed the entire city of Hiroshima. 	atomic_bomb.n.01 destroy.v.01 Causer -1 Time +1 Patient +3 time.n.08 TPR now entire.a.01 AttributeOf +1 city.n.01 EQU +1 city.n.01 Name \"Hiroshima\"									The hydrogen bomb, the atomic bomb destroyed the entire city of Hiroshima.	The atomic bomb destroyed the capital, the entire city of Hiroshima.	The atomic bomb destroyed the entire city of Tokyo, Hiroshima.
p35/d1390	How many carjackings took place in Los Angeles in 1991? 	carjacking.n.01 Quantity ? take_place.v.01 Theme -1 Time +1 EQU +2 Location +3 Time +4 time.n.08 TPR now entity.n.01 city.n.01 Name \"Los Angeles\" time.n.08 YearOfCentury 1991									"How many hijackings, carjackings took place in Los Angeles in 1991? "	How many car thefts, carjackings took place in Los Angeles in 1991?	How many carjackings took place in Los Angeles, San Francisco in 1991?
p42/d0783	The Mississippi River flows into the Gulf of Mexico. 	river.n.01 Name \"Mississippi River\" flow.v.02 Theme -1 Time +1 Destination +2 time.n.08 EQU now gulf.n.01 Name \"Gulf of Mexico\"									The Ohio River, the Mississippi River flows into the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, the Gulf of Mexico.
p05/d2172	In August, I'm going to Japan with my friends. 	time.n.08 MonthOfYear 8 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Destination +1 Co-Theme +3 country.n.02 Name \"Japan\" person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2									In July, in August, I'm going to Japan with my friends.	In August, I'm going to France, Japan with my friends.	In August, I'm going to Japan with my family, my friends.
p97/d3141	They kidnapped me, drugged me, and then brainwashed me. 	person.n.01 kidnap.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker drug.v.01 Agent -4 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker brainwash.v.02 Agent -7 Patient +1 person.n.01 EQU speaker									Them, they kidnapped me, drugged me, and then brainwashed me.	They kidnapped me, hypnotized me, drugged me, and then brainwashed me.	They kidnapped me, drugged me, and then hypnotized me, brainwashed me.
p63/d0850	The top of Mt. Fuji was covered with snow. 	top.n.03 PartOf +1 mountain.n.01 Name \"Mt. Fuji\" time.n.08 TPR now cover.v.01 Destination -3 Time -1 Theme +1 snow.n.02									The top of Mt. Everest, the top of Mt. Fuji was covered with snow.	The top of Mt. Fuji was covered with sand, snow.	The top of Mt. Fuji was covered with rain, snow.
p50/d3050	There are always a lot of vehicles on this road. 	NEGATION <1 time.n.08 NEGATION <1 entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 vehicle.n.01 road.n.01									A highway, there are always a lot of vehicles on this road.	There are always a few, a lot of vehicles on this road.	There are always a lot of vehicles on this street, this road.
p70/d3207	We should drink 64 ounces of fluids a day. 	NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 drink.v.01 Time -2 Agent -1 Patient +3 quantity.n.01 EQU 64 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01									We shouldn't, should drink 64 ounces of fluids a day. 	We should drink 32, 64 ounces of fluids a day.	We should drink 64 ounces of fluids a day, 64 ounces of water a day.
p72/d2894	Lancelot fell in love with King Arthur's wife Guinevere. 	male.n.02 Name \"Lancelot\" fall.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -3 Stimulus +3 king.n.01 male.n.02 Name \"Arthur\" Title -1 person.n.01 Role +1 EQU +2 wife.n.01 Of -2 female.n.02 Name \"Guinevere\"									Galahad, Lancelot fell in love with King Arthur's wife Guinevere.	Lancelot fell in love with Queen Eleanor, King Arthur's wife Guinevere.	Lancelot fell in love with King Arthur's sister, wife Guinevere.
p00/d3237	He saw a small Band-Aid on her left knee. 	male.n.02 see.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 TPR now small.a.02 Value + band_aid.n.01 Attribute -1 Location +3 female.n.02 left.a.01 AttributeOf +1 knee.n.01 PartOf -2									A big, small Band-Aid on her left knee.	He saw a big, a small Band-Aid on her left knee.	He saw a small Band-Aid on her right knee, her left knee.
p39/d3147	The hotel charged me 8000 yen for the room. 	hotel.n.01 charge.v.03 Agent -1 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 8000 yen.n.02 Quantity -1 room.n.01									The resort, the hotel charged me 8000 yen for the room.	The hotel charged me 5000, 8000 yen for the room.	The hotel charged me 8000 yen for the view, the room.
p01/d2713	Improved medical technology has been one of the spin-offs of the space program. 	improved.a.02 AttributeOf +2 medical.a.01 AttributeOf +1 technology.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now entity.n.01 Quantity 1 SubOf +1 spin-off.n.01 Causer +1 space_program.n.01									"Declining, improved medical technology has been one of the spin-offs of the space program."	Improved medical technology has been one of the byproducts, the spin-offs of the space program.	Improved medical technology has been one of the spin-offs of the agriculture program, the space program.
p40/d0844	They sat in the shade of that big tree. 	person.n.01 sit.v.01 Agent -1 Time +1 Location +2 time.n.08 TPR now shade.n.01 Causer +2 big.a.01 AttributeOf +1 tree.n.01									They stood, sat in the shade of that big tree.	They sat in the shade of that tall, big tree.	They sat in the shade of that tall tree, that big tree.
p50/d2237	The cyclists are wearing cyclist shorts made of spandex. 	person.n.01 Role +1 cyclist.n.01 time.n.08 EQU now wear.v.01 Agent -3 Time -1 Theme +2 cyclist.n.01 shorts.n.01 User -1 make.v.06 Product -1 Material +1 spandex.n.01									The runners, the cyclists are wearing cyclist shorts made of spandex.	The cyclists are wearing swim trunks, cyclist shorts made of spandex.	The cyclists are wearing cyclist skirts, shorts made of spandex.
p88/d1482	I tried to call him up, but the line was busy. 	person.n.01 EQU speaker try.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now call_up.v.02 Agent -3 Theme +1 male.n.02 CONTRAST <1 line.n.09 time.n.08 TPR now busy.a.05 AttributeOf -2 Time -1									I forgot to, tried to call him up, but the line was busy.	I tried to email him, call him up, but the line was busy.	I tried to call him up, but the line was free, busy.
p43/d2051	He who has the money, also has the power. 	NEGATION <1 person.n.01 EQU +1 entity.n.01 have.v.01 Pivot -1 Theme +1 money.n.01 NEGATION <1 have.v.01 Pivot -3 Theme +1 power.n.01									She, he who has the money, also has the power.	He who has the gold, the money, also has the power.	He who has the money, also has the time, the power.
p60/d0799	I assure you that an error like this will never happen again. 	person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 error.n.01 APX +1 entity.n.01 NEGATION <1 time.n.08 TSU now happen.v.02 Theme -3 Time -1									I hope, I assure you that an error like this will never happen again.	I assure you that a mistake, an error like this will never happen again.	I assure you that an error like this will never occur, happen again.
p22/d3420	My uncle has lived in Paris for ten years. 	person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 Duration +4 time.n.08 TPR now city.n.01 Name \"Paris\" quantity.n.01 EQU 10 year.n.01 Quantity -1									My cousin, my uncle has lived in Paris for ten years.	My uncle has lived in London, Paris for ten years.	My uncle has lived in Paris for eleven years, ten years.
p07/d1400	Is it true that you are in love with me? 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU hearer time.n.08 EQU now in_love.a.01 Experiencer -2 Time -1 Stimulus +1 person.n.01 EQU speaker									Is it funny, true that you are in love with me? 	Is it true that I am, you are in love with me?	Is it true that you are in love with her, me?
p20/d0798	This box is not as big as that one. 	box.n.01 NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 big.a.01 AttributeOf -3 Time -2 Degree -1 box.n.01									This sac, this box is not as big as that one.	This box is not as small, as big as that one.	This box is not as big as that one, this one.
p71/d2278	She lives near the beach, but she can't swim. 	female.n.02 live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 beach.n.01 CONTRAST <1 female.n.02 ANA -5 NEGATION <1 POSSIBILITY <1 swim.v.01 Theme -1									He, she lives near the beach, but she can't swim. 	She lives near the park, the beach, but she can't swim.	She lives near the beach, but she can't run, swim.
p45/d1381	What is the name of the heroine in \"Gone with the Wind\"? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 heroine.n.01 Context +1 book.n.01 Name \"Gone with the Wind\"									"Who, what is the name of the heroine in \""Gone with the Wind\""? "	"What is the name of the hero, the heroine in \""Gone with the Wind\""? "	"What is the name of the heroine in \""The Bluest Eye"", in \""Gone with the Wind\""?"
p48/d3227	Tom doesn't approve of the way Mary's been behaving. 	male.n.02 Name \"Tom\" NEGATION <1 time.n.08 EQU now approve.v.02 Agent -2 Time -1 Theme +1 way.n.01 Proposition >1 CONTINUATION <0 female.n.02 Name \"Mary\" time.n.08 TPR now behave.v.01 Theme -2 Time -1									Jerry, Tom doesn't approve of the way Mary's been behaving.	Tom doesn't approve of the way Sarah, Mary's been behaving.	Tom doesn't approve of the way Mary's been acting, behaving.
p74/d3377	Goethe's poem \"Mignon\" is widely read in Japan in Mori Ogai's excellent translation. 	male.n.02 Name \"Goethe\" poem.n.01 Creator -1 EQU +1 poem.n.01 Name \"Mignon\" time.n.08 EQU now widely.r.01 read.v.01 Theme -4 Time -2 Manner -1 Context +1 Time +4 country.n.02 Name \"Japan\" male.n.02 Name \"Mori Ogai\" excellent.a.01 AttributeOf +1 translation.n.01 Creator -2									"Dante Alighieri's, Goethe's poem \""Mignon\"" is widely read in Japan in Mori Ogai's excellent translation. "	"Goethe's poem \""Mignon\"" is widely read in Korea, in Japan in Mori Ogai's excellent translation. "	"Goethe's poem \""Mignon\"" is widely read in Japan in Mori Ogai's excellent elaboration, translation. "
p25/d1719	The dowser used a dowsing rod to search for water. 	person.n.01 Role +1 dowser.n.01 use.v.01 Agent -2 Time +1 Theme +2 Goal +3 time.n.08 TPR now dowsing_rod.n.01 search.v.01 Agent -5 Theme +1 water.n.06									The diviner, the dowser used a dowsing rod to search for water.	The dowser used a metal rod, a dowsing rod to search for water.	The dowser used a dowsing rod to search for oil, water.
p83/d2645	Tom crawled into bed and pulled the covers over himself. 	male.n.02 Name \"Tom\" crawl.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now bed.n.01 pull.v.01 Agent -4 Time +1 Theme +2 Destination +3 time.n.08 TPR now cover.n.02 male.n.02 ANA -7									Tim, Tom crawled into bed and pulled the covers over himself.	Tom crawled into the closet, into bed and pulled the covers over himself.	Tom crawled into bed and pulled the blanket, the covers over himself.
p36/d2203	Roger Miller was born on January 2, 1936 in the western city of Fort Worth, Texas. 	male.n.02 Name \"Roger Miller\" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 Location +5 time.n.08 MonthOfYear 1 time.n.08 DayOfMonth 2 EQU -1 EQU +1 time.n.08 YearOfCentury 1936 western.a.01 AttributeOf +1 city.n.01 EQU +1 PartOf +2 city.n.01 Name \"Fort Worth\" state.n.01 Name \"Texas\"									Roger Whelchel, Roger Miller was born on January 2, 1936 in the western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the southern, western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the eastern city, the western city of Fort Worth, Texas.
p81/d1154	We will defend the city also, but we won't support the Bolsheviki. 	person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 city.n.01 CONTRAST <1 person.n.01 Sub speaker NEGATION <1 time.n.08 TSU now support.v.03 Agent -2 Time -1 Theme +1 party.n.01 Name \"Bolsheviki\"									The ememy, we will defend the city also, but we won't support the Bolsheviki.	We will defend the countryside, the city also, but we won't support the Bolsheviki.	We will defend the city also, but we won't support the anarchists, the Bolsheviki.
p38/d1998	George Washington was born on the twenty second of February seventeen thirty two. 	male.n.02 Name \"George Washington\" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 22 YearOfCentury 1732 time.n.08 MonthOfYear 2 EQU -1 time.n.08 EQU -2									Alexander Hamilton, George Washington was born on the twenty second of February seventeen thirty two.	George Washington was born on the twelfth, the twenty second of February seventeen thirty two.	George Washington was born on the twenty third, the twenty second of February seventeen thirty two.
p05/d0919	The cow moos, the rooster crows, the pig oinks, the duck quacks, and the cat meows. 	cow.n.01 moo.v.01 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <1 rooster.n.01 crow.v.03 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <3 pig.n.01 oink.v.01 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <1 duck.n.01 quack.v.01 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <5 cat.n.01 meow.v.01 Agent -1 Time +1 time.n.08 EQU now									The horse, the cow moos, the rooster crows, the pig oinks, the duck quacks, and the cat meows.	The cow moos, the horse, the rooster crows, the pig oinks, the duck quacks, and the cat meows.	The cow moos, the rooster crows, the pig oinks, the duck quacks, and the dog barks, the cat meows.
p36/d3158	Some of the apples in the box were rotten. 	entity.n.01 SubOf +1 apple.n.01 Location +1 box.n.01 time.n.08 TPR now rotten.a.02 AttributeOf -4 Time -1									One of the apples in the box were rotten.	Some of the oranges, the apples in the box were rotten.	Some of the apples in the bag, the box were rotten.
p60/d1977	Tom and Mary stopped and picked up a hitchhiker. 	male.n.02 Name \"Tom\" entity.n.01 Sub -1 Sub +1 female.n.02 Name \"Mary\" stop.v.01 Theme -2 Time +1 time.n.08 TPR now pick_up.v.03 Agent -4 Time +1 Theme +2 time.n.08 TPR now person.n.01 Role +1 hitchhiker.n.01									John and Mary, Tom and Mary stopped and picked up a hitchhiker.	Tom and Mary stopped and picked up a motorist, a hitchhiker.	Tom and Mary stopped and picked up a hitchhiker, a stranded tourist.
p25/d1564	Anna has chestnut brown hair, but Magdalena has blonde hair. 	female.n.02 Name \"Anna\" have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now chestnut.a.01 hair.n.01 Colour -1 CONTRAST <1 female.n.02 Name \"Magdalena\" have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now blonde.a.01 hair.n.01 Colour -1									Gina, Anna has chestnut brown hair, but Magdalena has blonde hair.	Anna has auburn, chestnut brown hair, but Magdalena has blonde hair.	Anna has chestnut brown hair, but Magdalena has black, blonde hair.
p91/d1239	According to the police, 89 people were temporarily detained. 	according.a.02 Proposition >1 Source +1 police.n.01 CONTINUATION <0 quantity.n.01 EQU 89 person.n.01 Quantity -1 time.n.08 TPR now temporarily.r.01 detain.v.01 Patient -3 Time -2 Manner -1									According to the army, the police, 89 people were temporarily detained.	According to the army, the police, 89 people were temporarily detained.	According to the police, 89 people were permanently detained, temporarily detained.
p77/d0715	The movie “Speed” was directed by Jan De Bont.	movie.n.01 Name \"Speed\" movie.n.01 EQU -1 time.n.08 TPR now direct.v.03 Theme -2 Time -1 Agent +1 male.n.02 Name \"Jan De Bont\"									The opera, the movie “Speed” was directed by Jan De Bont.	The movie “Kung Fu Panda”, “Speed” was directed by Jan De Bont.	The movie “Speed” was directed by Jan De Bont, Jean Reno.
p23/d1258	Experts are still cooling the wagons with water, the fire brigade reports. 	person.n.01 Role +1 expert.n.01 time.n.08 EQU now cool.v.01 Agent -3 Time -1 Patient +1 Instrument +2 wagon.n.01 water.n.06 CONTINUATION <0 fire_brigade.n.01 report.v.01 Proposition <1 Agent -1 Time +1 time.n.08 EQU now									Firefighters, experts are still cooling the wagons with water, the fire brigade reports.	Experts are still cooling the trucks, the wagons with water, the fire brigade reports.	Experts are still cooling the wagons with sand, water, the fire brigade reports.
p03/d1832	The airplane flies at a speed of five hundred kilometers per hour. 	airplane.n.01 fly.v.01 Theme -1 Time +1 Attribute +2 time.n.08 EQU now speed.n.01 Value +3 quantity.n.01 EQU 500 kilometer.n.01 Quantity -1 division.n.11 Theme -1 Co-Theme +1 hour.n.01 Quantity 1									The car, the airplane flies at a speed of five hundred kilometers per hour.	The airplane glides, flies at a speed of five hundred kilometers per hour.	The airplane flies at a speed of five hundred kilometers per minute, hour.
p72/d1176	The main product is polyphosphoric acid, which is used to manufacture gasoline in South Africa. 	main.a.01 AttributeOf +1 product.n.02 be.v.01 Co-Theme -1 Time +1 Theme +2 time.n.08 EQU now polyphosphoric_acid.n.01 entity.n.01 EQU -1 time.n.08 EQU now use.v.01 Theme -2 Time -1 Goal +1 manufacture.v.01 Theme -3 Result +1 Location +2 gasoline.n.01 country.n.02 Name \"South Africa\"									The main chemical, product is polyphosphoric acid, which is used to manufacture gasoline in South Africa.	The main product is sulfuric acid, polyphosphoric acid, which is used to manufacture gasoline in South Africa.	The main product is polyphosphoric acid, which is used to manufacture diesel, gasoline in South Africa.
p64/d2777	There was an old castle to the east of the town. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +3 Location +4 time.n.08 TPR now old.a.02 Value + castle.n.02 Theme -1 east.n.05 Of +1 town.n.01									There was a new mansion, an old castle to the east of the town.	There was an old castle to the north, the east of the town.	There was an old castle to the east of the market, the town.
p07/d0133	No one is working. Everyone's watching the World Cup. 	NEGATION <1 person.n.01 time.n.08 EQU now work.v.01 Agent -2 Time -1 CONTINUATION <1 NEGATION <1 person.n.01 NEGATION <1 time.n.08 EQU now watch.v.01 Agent -2 Time -1 Theme +1 tournament.n.01 Name \"World Cup\"									Everyone, no one is working. Everyone's watching the World Cup.	No one is sleeping, working. Everyone's watching the World Cup.	No one is working. Everyone's watching the Olympics, the World Cup.
p42/d3142	Her boyfriend cheated on her over and over again. 	female.n.02 person.n.01 Role +1 boyfriend.n.01 Of -2 cheat.v.04 Agent -2 Time +1 Patient +2 time.n.08 TPR now female.n.02 ANA -5									Her brother, her boyfriend cheated on her over and over again.	Her boyfriend lied to her, cheated on her over and over again.	Her boyfriend cheated on her over and over again, over and over again.
p02/d2843	Tom took out his handkerchief and blew his nose. 	male.n.02 Name \"Tom\" take_out.v.06 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -3 handkerchief.n.01 User -1 blow.v.03 Agent -5 Time +1 Patient +3 time.n.08 TPR now male.n.02 ANA -7 nose.n.01 PartOf -1									Jerry, Tom took out his handkerchief and blew his nose.	Tom took out her, his handkerchief and blew his nose.	Tom took out his handkerchief and blew his nose, his ear.
p17/d0878	The wizard waved his magic wand and disappeared into thin air. 	person.n.01 Role +1 wizard.n.02 wave.v.02 Agent -2 Time +1 Theme +4 time.n.08 TPR now male.n.02 ANA -4 magic.a.01 AttributeOf +1 wand.n.01 User -2 disappear.v.02 Theme -7 Time +1 Destination +2 time.n.08 TPR now thin_air.n.01									The knight, the wizard waved his magic wand and disappeared into thin air.	The wizard waved his broomstick, his magic wand and disappeared into thin air.	The wizard waved his magic wand and disappeared into thick fog, thin air.
p28/d2276	The old man was run over by a car. 	old.a.01 Value + man.n.01 Attribute -1 time.n.08 TPR now run_over.v.01 Patient -2 Time -1 Causer +1 car.n.01									The young, old man was run over by a car.	The old man was walked over, run over by a car.	The old man was run over by a bus, a car.
p96/d2500	Her very long, black eyelashes set off the aristocratic pallor of her cheeks. 	female.n.02 very.r.01 long.a.02 Degree -1 AttributeOf +2 black.a.01 eyelash.n.01 PartOf -4 Colour -1 set_off.v.03 Causer -1 Time +1 Theme +3 time.n.08 TPR now aristocratic.a.01 AttributeOf +1 pallor.n.01 AttributeOf +2 female.n.02 ANA -9 cheek.n.01 PartOf -1									His, her very long, black eyelashes set off the aristocratic pallor of her cheeks.	Her very long, red eyelashes, black eyelashes set off the aristocratic pallor of her cheeks.	Her very long, black eyelashes set off the aristocratic pallor of her nose, her cheeks.
p44/d1565	He was very scared when he saw this big snake. 	male.n.02 time.n.08 TPR now very.r.01 scared.a.01 Experiencer -3 Time -2 Degree -1 male.n.02 ANA -4 see.v.01 Experiencer -1 TIN -2 Time +1 Stimulus +3 time.n.08 TPR now big.a.01 Value + snake.n.01 Attribute -1									She, he was very scared when he saw this big snake.	He was very scared when he saw this small, big snake.	He was very scared when he saw this small snake, this big snake.
