id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl
p98/d2436	The hunters captured the wild animal with a strong rope net. 	person.n.01 Role +1 hunter.n.01 capture.v.06 Agent -2 Time +1 Theme +3 Instrument +6 time.n.08 TPR now wild.a.02 AttributeOf +1 animal.n.01 strong.a.01 AttributeOf +2 rope.n.01 net.n.02 MadeOf -1									The fishermen, the hunters captured the wild animal with a strong rope net.	The hunters captured the wild animal with a fishing line, a strong rope net.	The hunters captured the wild animal with a strong fishing line, rope net.	The hunters captured the wild animal with a fishing line, I mean, a strong rope net.
p06/d1312	On the twentieth of January Lenz walked through the mountains. 	time.n.08 DayOfMonth 20 time.n.08 MonthOfYear 1 EQU -1 male.n.02 Name \\\"Lenz\\\" walk.v.01 Time -3 Theme -1 Time +1 Path +2 time.n.08 TPR now mountain.n.01									On the fifteenth, twentieth of January Lenz walked through the mountains.	On the twentieth of January Lenz hiked, walked through the mountains.	On the twentieth of January Lenz walked through the valleys, the mountains.	On the twentieth of January Lenz hiked, I mean, walked through the mountains.
p29/d2204	His parents as well as he are very kind to me. 	male.n.02 person.n.01 Role +1 parent.n.01 Of -2 entity.n.01 Sub -2 Sub +1 male.n.02 ANA -4 time.n.08 EQU now very.r.01 kind.a.01 AttributeOf -4 Time -2 Degree -1 Beneficiary +1 person.n.01 EQU speaker									Her parents, his parents as well as he are very kind to me.	His parents as well as she, he are very kind to me.	His parents as well as he are very kind to them, me.	His parents as well as she, I mean, he are very kind to me.
p55/d2671	He can bend an iron rod with his hands. 	male.n.02 POSSIBILITY <1 bend.v.03 Agent -1 Theme +2 Instrument +4 iron.a.01 AttributeOf +1 rod.n.01 male.n.02 ANA -4 hand.n.01 PartOf -1									She, he can bend an iron rod with his hands.	He can bend a rubber band, an iron rod with his hands.	He can bend an iron rod with his feet, his hands.	He can bend a rubber band, I mean, an iron rod with his hands.
p83/d1392	What capital city do you see from the top of Bunker Hill? 	state_capital.n.01 Name ? time.n.08 EQU now person.n.01 see.v.01 Stimulus -3 Time -2 Experiencer -1 Location +1 top.n.01 PartOf +1 hill.n.01 Name \\\"Bunker Hill\\\"									What town, capital city do you see from the top of Bunker Hill? 	What capital city do Boston, you see from the top of Bunker Hill?	What capital city do you see from the top of Bunker Hill, the top of the Golden Gate Bridge?	What capital city do Boston, I mean, you see from the top of Bunker Hill?
p16/d1602	It took my eyes a moment to adjust to the darkness. 	time.n.08 TPR now person.n.01 EQU speaker eye.n.01 PartOf -1 moment.n.02 adjust.v.04 Time -4 Patient -2 Duration -1 Goal +1 darkness.n.01									It took my eyes a moment to adjust to the darkness.	It took my brain, my eyes a moment to adjust to the darkness.	It took my eyes a moment to adjust to the brightness, the darkness.	It took my brain, I mean, my eyes a moment to adjust to the darkness.
p36/d1127	At least 113 executions were carried out in Iran. 	quantity.n.01 BOT +1 quantity.n.01 EQU 113 execution.n.01 Quantity -2 time.n.08 TPR now carry_out.v.01 Theme -2 Time -1 Location +1 country.n.02 Name \\\"Iran\\\"									More than, at least 113 executions were carried out in Iran.	At least 113 beheadings, executions were carried out in Iran.	At least 113 executions were carried out in Iraq, Iran.	At least 113 beheadings, I mean, executions were carried out in Iran.
p47/d2419	The store sells foodstuffs, such as butter, cheese, and sugar. 	store.n.01 sell.v.01 Source -1 Time +1 Theme +2 time.n.08 EQU now foodstuff.n.01 Instance +3 butter.n.01 cheese.n.01 entity.n.01 Sub -2 Sub -1 Sub +1 sugar.n.01									The pharmacy, the store sells foodstuffs, such as butter, cheese, and sugar.	The store sells hardware, foodstuffs, such as butter, cheese, and sugar.	The store sells foodstuffs, such as butter, cheese, and salt, sugar.	The store sells hardware, I mean, foodstuffs, such as butter, cheese, and sugar.
p25/d3227	Tom doesn't have a credit card or a bank account. 	male.n.02 Name \\\"Tom\\\" NEGATION <1 time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 entity.n.01 NEGATION <1 NEGATION <1 credit_card.n.01 EQU -1 NEGATION <2 bank_account.n.01 EQU -2									Mohamed, Tom doesn't have a credit card or a bank account.	Tom doesn't have a debit card, a credit card or a bank account.	Tom doesn't have a credit card or a savings account, a bank account.	Tom doesn't have a debit card, I mean, a credit card or a bank account.
p20/d3515	When I was a boy, I was addicted to reading detective stories. 	person.n.01 EQU speaker be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now boy.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 TPR now addicted.a.01 Experiencer -2 Time -1 Stimulus +1 read.v.01 Topic +1 detective_story.n.01									When I was a man, a boy, I was addicted to reading detective stories.	When I was a boy, my mum, I was addicted to reading detective stories.	When I was a boy, I was addicted to reading mystery novels, detective stories.	When I was a boy, my mum, I mean, I was addicted to reading detective stories.
p28/d3020	The neighbors' son won the spelling bee at school. 	person.n.01 Role +1 neighbor.n.01 person.n.01 Role +1 son.n.01 Of -3 win.v.01 Agent -2 Time +1 Theme +3 Location +4 time.n.08 TPR now spelling.n.01 bee.n.02 Theme -1 school.n.01									The student's, the neighbors' son won the spelling bee at school.	The neighbors' daughter, the son won the spelling bee at school.	The neighbors' son won the math competition, the spelling bee at school.	The neighbors' daughter, I mean, the son won the spelling bee at school.
p95/d1390	What was the first name of Gottfried Reinhardt's father? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now first_name.n.01 Bearer +2 male.n.02 Name \\\"Gottfried Reinhardt\\\" person.n.01 Role +1 father.n.01 Of -2									Who, what was the first name of Gottfried Reinhardt's father?	What was the first name of Wilhelm, Gottfried Reinhardt's father?	What was the first name of Gottfried Reinhardt's mother, his father?	What was the first name of Wilhelm, I mean, Gottfried Reinhardt's father?
p42/d2269	It took him ten minutes to solve the problem. 	time.n.08 TPR now male.n.02 quantity.n.01 EQU 10 minute.n.01 Quantity -1 solve.v.01 Time -4 Agent -3 Duration -1 Theme +1 problem.n.02									It took her, him ten minutes to solve the problem.	It took him five, ten minutes to solve the problem.	It took him ten minutes to solve the puzzle, the problem.	It took him five, I mean, ten minutes to solve the problem.
p32/d1056	The technology was first used on a patient in Munich in 1980. 	technology.n.01 time.n.08 TPR now use.v.01 Time -1 Order 1 Theme -2 Patient +1 Location +3 Time +4 person.n.01 Role +1 patient.n.01 city.n.01 Name \\\"Munich\\\" time.n.08 YearOfCentury 1980									The treatment, the technology was first used on a patient in Munich in 1980.	The technology was first used on a robot, a patient in Munich in 1980.	The technology was first tested, used on a patient in Munich in 1980.	The technology was first used on a robot, I mean, a patient in Munich in 1980.
p39/d1990	Tom bumped into Mary and spilled his drink on her. 	male.n.02 Name \\\"Tom\\\" bump_into.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now female.n.02 Name \\\"Mary\\\" spill.v.01 Agent -4 Time +1 Theme +3 Destination +4 time.n.08 TPR now male.n.02 ANA -6 drink.n.01 Consumer -1 female.n.02 ANA -5									Yolanda, Tom bumped into Mary and spilled his drink on her.	Tom bumped into John, Mary and spilled his drink on her.	Tom bumped into Mary and spilled his drink on him, her.	Tom bumped into John, I mean, Mary and spilled his drink on her.
p34/d3200	One, three, five, seven and nine are odd numbers. 	one.n.01 three.n.01 five.n.01 seven.n.01 entity.n.01 Sub -4 Sub -3 Sub -2 Sub -1 Sub +1 nine.n.01 be.v.01 Theme -2 Time +1 Co-Theme +3 time.n.08 EQU now odd.a.01 AttributeOf +1 number.n.02									Three, one, three, five, seven and nine are odd numbers.	One, two, three, five, seven and nine are odd numbers.	One, three, five, seven and nine are even, odd numbers.	One, two, I mean, three, five, seven and nine are odd numbers.
p45/d2491	An empathetic girl can empathize with a friend's feelings. 	empathetic.a.01 AttributeOf +1 girl.n.01 POSSIBILITY <1 empathize.v.01 Experiencer -1 Stimulus +3 person.n.01 Role +1 friend.n.01 feeling.n.01 Creator -2									A selfish, an empathetic girl can empathize with a friend's feelings.	An empathetic girl can empathize with a stranger, a friend's feelings.	An empathetic girl can empathize with a friend's thoughts, feelings.	An empathetic girl can empathize with a stranger, I mean, a friend's feelings.
p91/d1513	The dining car's at the front end of the train. 	dining_car.n.01 be.v.03 Theme -1 Time +1 Location +2 time.n.08 EQU now front_end.n.01 PartOf +1 train.n.01									The baggage car, the dining car's at the front end of the train.	The dining car's at the back, the front end of the train.	The dining car's at the front end of the engine, the train.	The dining car's at the back, I mean, the front end of the train.
p02/d0136	Tom asks his mother if she can but him a new toy. 	male.n.02 Name \\\"Tom\\\" ask.v.02 Proposition >1 Agent -1 Time +1 Recipient +3 time.n.08 EQU now male.n.02 ANA -3 person.n.01 Role +1 mother.n.01 Of -2 CONTINUATION <0 female.n.02 POSSIBILITY <1 buy.v.01 Agent -1 Beneficiary +1 Theme +3 male.n.02 ANA -8 new.a.01 AttributeOf +1 toy.n.01									Kevin, Tom asks his mother if she can but him a new toy.	Tom asks his father, his mother if she can but him a new toy.	Tom asks his mother if she can buy him a new book, a toy.	Tom asks his father, I mean, his mother if she can but him a new toy.
p53/d1419	I was born on the 31st of May in 1940. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 31 time.n.08 MonthOfYear 5 EQU -1 time.n.08 YearOfCentury 1940 EQU -1									My sister, I was born on the 31st of May in 1940.	I was born on the 15th, the 31st of May in 1940.	I was born on the 31st of May in 1930, 1940.	I was born on the 15th, I mean, the 31st of May in 1940.
p60/d2708	The company invested a lot of money in this project. 	company.n.01 invest.v.01 Agent -1 Time +1 Theme +2 Beneficiary +4 time.n.08 TPR now entity.n.01 Quantity + EQU +1 money.n.01 project.n.01									The company misappropriated, invested a lot of money in this project.	The company invested a small fortune, a lot of money in this project.	The company invested a lot of money in that project, this project.	The company invested a small fortune, I mean, a lot of money in this project.
p83/d2210	A Californian policeman pulled a car over and spoke to the driver. 	state.n.01 Name \\\"california\\\" person.n.01 Source -1 Role +1 policeman.n.01 pull_over.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now car.n.01 speak.v.02 Agent -5 Time +1 Co-Agent +2 time.n.08 TPR now person.n.01 Role +1 driver.n.01									A New Yorker, a Californian policeman pulled a car over and spoke to the driver.	A Californian firefighter, a policeman pulled a car over and spoke to the driver.	A Californian policeman pulled a truck, a car over and spoke to the driver.	A Californian firefighter, I mean, a policeman pulled a car over and spoke to the driver.
p10/d1384	Which state has the longest coastline on the Atlantic Ocean? 	state.n.01 Name ? have.v.02 Pivot -1 Time +1 Theme +4 time.n.08 EQU now long.a.02 Degree +1 most.r.01 coastline.n.01 Attribute -2 Location +1 ocean.n.01 Name \\\"Atlantic Ocean\\\"									Which country, state has the longest coastline on the Atlantic Ocean? 	Which state has the longest river, the longest coastline on the Atlantic Ocean?	Which state has the longest coastline on the Pacific Ocean, the Atlantic Ocean?	Which state has the longest river, I mean, the longest coastline on the Atlantic Ocean?
p92/d2380	Tom named his squirrel Hazelnut, because it likes hazelnuts. 	male.n.02 Name \\\"Tom\\\" time.n.08 TPR now name.n.02 Agent -2 Time -1 Theme +2 Result +3 male.n.02 ANA -3 squirrel.n.01 Owner -1 name.n.01 EQU \\\"Hazelnut\\\" EXPLANATION <1 entity.n.01 ANA -2 like.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now hazelnut.n.02									Hazel, Tom named his squirrel Hazelnut, because it likes hazelnuts.	Tom named his squirrel Peanut, Hazelnut because it likes hazelnuts.	Tom named his squirrel Hazelnut, because it likes walnuts, hazelnuts.	Tom named his squirrel Peanut, I mean, Hazelnut because it likes hazelnuts.
p40/d2392	This book is so difficult that I can't read it. 	book.n.01 time.n.08 EQU now difficult.a.01 AttributeOf -2 Time -1 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 read.v.01 Experiencer -1 Stimulus +1 entity.n.01 ANA -5									This paper, this book is so difficult that I can't read it.	This book is so easy, difficult that I can't read it.	This book is so difficult that I can't write it, read it.	This book is so easy, I mean, difficult that I can't read it.
p17/d2084	The atomic bomb destroyed the entire city of Hiroshima. 	atomic_bomb.n.01 destroy.v.01 Causer -1 Time +1 Patient +3 time.n.08 TPR now entire.a.01 AttributeOf +1 city.n.01 EQU +1 city.n.01 Name \\\"Hiroshima\\\"									The hydrogen bomb, the atomic bomb destroyed the entire city of Hiroshima.	The atomic bomb destroyed the capital, the entire city of Hiroshima.	The atomic bomb destroyed the entire city of Tokyo, Hiroshima.	The atomic bomb destroyed the capital, I mean, the entire city of Hiroshima.
p35/d1390	How many carjackings took place in Los Angeles in 1991? 	carjacking.n.01 Quantity ? take_place.v.01 Theme -1 Time +1 EQU +2 Location +3 Time +4 time.n.08 TPR now entity.n.01 city.n.01 Name \\\"Los Angeles\\\" time.n.08 YearOfCentury 1991									How many hijackings, carjackings took place in Los Angeles in 1991? 	How many car thefts, carjackings took place in Los Angeles in 1991?	How many carjackings took place in Los Angeles, San Francisco in 1991?	How many car thefts, I mean, carjackings took place in Los Angeles in 1991?
p42/d0783	The Mississippi River flows into the Gulf of Mexico. 	river.n.01 Name \\\"Mississippi River\\\" flow.v.02 Theme -1 Time +1 Destination +2 time.n.08 EQU now gulf.n.01 Name \\\"Gulf of Mexico\\\"									The Ohio River, the Mississippi River flows into the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, I mean, the Gulf of Mexico.
p05/d2172	In August, I'm going to Japan with my friends. 	time.n.08 MonthOfYear 8 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Destination +1 Co-Theme +3 country.n.02 Name \\\"Japan\\\" person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2									In July, in August, I'm going to Japan with my friends.	In August, I'm going to France, Japan with my friends.	In August, I'm going to Japan with my family, my friends.	In August, I'm going to France, I mean, Japan with my friends.
p97/d3141	They kidnapped me, drugged me, and then brainwashed me. 	person.n.01 kidnap.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker drug.v.01 Agent -4 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker brainwash.v.02 Agent -7 Patient +1 person.n.01 EQU speaker									Them, they kidnapped me, drugged me, and then brainwashed me.	They kidnapped me, hypnotized me, drugged me, and then brainwashed me.	They kidnapped me, drugged me, and then hypnotized me, brainwashed me.	They kidnapped me, I mean, hypnotized me, drugged me, and then brainwashed me.
p63/d0850	The top of Mt. Fuji was covered with snow. 	top.n.03 PartOf +1 mountain.n.01 Name \\\"Mt. Fuji\\\" time.n.08 TPR now cover.v.01 Destination -3 Time -1 Theme +1 snow.n.02									The top of Mt. Everest, the top of Mt. Fuji was covered with snow.	The top of Mt. Fuji was covered with sand, snow.	The top of Mt. Fuji was covered with rain, snow.	The top of Mt. Fuji was covered with sand, I mean, snow.
p50/d3050	There are always a lot of vehicles on this road. 	NEGATION <1 time.n.08 NEGATION <1 entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 vehicle.n.01 road.n.01									A highway, there are always a lot of vehicles on this road.	There are always a few, a lot of vehicles on this road.	There are always a lot of vehicles on this street, this road.	There are always a few, I mean, a lot of vehicles on this road.
p70/d3207	We should drink 64 ounces of fluids a day. 	NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 drink.v.01 Time -2 Agent -1 Patient +3 quantity.n.01 EQU 64 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01									We shouldn't, should drink 64 ounces of fluids a day. 	We should drink 32, 64 ounces of fluids a day.	We should drink 64 ounces of fluids a day, 64 ounces of water a day.	We should drink 32, I mean, 64 ounces of fluids a day.
p72/d2894	Lancelot fell in love with King Arthur's wife Guinevere. 	male.n.02 Name \\\"Lancelot\\\" fall.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -3 Stimulus +3 king.n.01 male.n.02 Name \\\"Arthur\\\" Title -1 person.n.01 Role +1 EQU +2 wife.n.01 Of -2 female.n.02 Name \\\"Guinevere\\\"									Galahad, Lancelot fell in love with King Arthur's wife Guinevere.	Lancelot fell in love with Queen Eleanor, King Arthur's wife Guinevere.	Lancelot fell in love with King Arthur's sister, wife Guinevere.	Lancelot fell in love with Queen Eleanor, I mean, King Arthur's wife Guinevere.
p00/d3237	He saw a small Band-Aid on her left knee. 	male.n.02 see.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 TPR now small.a.02 Value + band_aid.n.01 Attribute -1 Location +3 female.n.02 left.a.01 AttributeOf +1 knee.n.01 PartOf -2									A big, small Band-Aid on her left knee.	He saw a big, a small Band-Aid on her left knee.	He saw a small Band-Aid on her right knee, her left knee.	He saw a big, I mean, a small Band-Aid on her left knee.
p39/d3147	The hotel charged me 8000 yen for the room. 	hotel.n.01 charge.v.03 Agent -1 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 8000 yen.n.02 Quantity -1 room.n.01									The resort, the hotel charged me 8000 yen for the room.	The hotel charged me 5000, 8000 yen for the room.	The hotel charged me 8000 yen for the view, the room.	The hotel charged me 5000, I mean, 8000 yen for the room.
p01/d2713	Improved medical technology has been one of the spin-offs of the space program. 	improved.a.02 AttributeOf +2 medical.a.01 AttributeOf +1 technology.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now entity.n.01 Quantity 1 SubOf +1 spin-off.n.01 Causer +1 space_program.n.01									Declining, improved medical technology has been one of the spin-offs of the space program.	Improved medical technology has been one of the byproducts, the spin-offs of the space program.	Improved medical technology has been one of the spin-offs of the agriculture program, the space program.	Improved medical technology has been one of the byproducts, I mean, the spin-offs of the space program.
p40/d0844	They sat in the shade of that big tree. 	person.n.01 sit.v.01 Agent -1 Time +1 Location +2 time.n.08 TPR now shade.n.01 Causer +2 big.a.01 AttributeOf +1 tree.n.01									They stood, sat in the shade of that big tree.	They sat in the shade of that tall, big tree.	They sat in the shade of that tall tree, that big tree.	They sat in the shade of that tall, I mean, big tree.
p50/d2237	The cyclists are wearing cyclist shorts made of spandex. 	person.n.01 Role +1 cyclist.n.01 time.n.08 EQU now wear.v.01 Agent -3 Time -1 Theme +2 cyclist.n.01 shorts.n.01 User -1 make.v.06 Product -1 Material +1 spandex.n.01									The runners, the cyclists are wearing cyclist shorts made of spandex.	The cyclists are wearing swim trunks, cyclist shorts made of spandex.	The cyclists are wearing cyclist skirts, shorts made of spandex.	The cyclists are wearing swim trunks, I mean, cyclist shorts made of spandex.
p88/d1482	I tried to call him up, but the line was busy. 	person.n.01 EQU speaker try.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now call_up.v.02 Agent -3 Theme +1 male.n.02 CONTRAST <1 line.n.09 time.n.08 TPR now busy.a.05 AttributeOf -2 Time -1									I forgot to, tried to call him up, but the line was busy.	I tried to email him, call him up, but the line was busy.	I tried to call him up, but the line was free, busy.	I tried to email him, I mean, call him up, but the line was busy.
p43/d2051	He who has the money, also has the power. 	NEGATION <1 person.n.01 EQU +1 entity.n.01 have.v.01 Pivot -1 Theme +1 money.n.01 NEGATION <1 have.v.01 Pivot -3 Theme +1 power.n.01									She, he who has the money, also has the power.	He who has the gold, the money, also has the power.	He who has the money, also has the time, the power.	He who has the gold, I mean, the money, also has the power.
p60/d0799	I assure you that an error like this will never happen again. 	person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 error.n.01 APX +1 entity.n.01 NEGATION <1 time.n.08 TSU now happen.v.02 Theme -3 Time -1									I hope, I assure you that an error like this will never happen again.	I assure you that a mistake, an error like this will never happen again.	I assure you that an error like this will never occur, happen again.	I assure you that a mistake, I mean, an error like this will never happen again.
p22/d3420	My uncle has lived in Paris for ten years. 	person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 Duration +4 time.n.08 TPR now city.n.01 Name \\\"Paris\\\" quantity.n.01 EQU 10 year.n.01 Quantity -1									My cousin, my uncle has lived in Paris for ten years.	My uncle has lived in London, Paris for ten years.	My uncle has lived in Paris for eleven years, ten years.	My uncle has lived in London, I mean, Paris for ten years.
p07/d1400	Is it true that you are in love with me? 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU hearer time.n.08 EQU now in_love.a.01 Experiencer -2 Time -1 Stimulus +1 person.n.01 EQU speaker									Is it funny, true that you are in love with me? 	Is it true that I am, you are in love with me?	Is it true that you are in love with her, me?	Is it true that I am, I mean, you are in love with me?
p20/d0798	This box is not as big as that one. 	box.n.01 NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 big.a.01 AttributeOf -3 Time -2 Degree -1 box.n.01									This sac, this box is not as big as that one.	This box is not as small, as big as that one.	This box is not as big as that one, this one.	This box is not as small, I mean, as big as that one.
p71/d2278	She lives near the beach, but she can't swim. 	female.n.02 live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 beach.n.01 CONTRAST <1 female.n.02 ANA -5 NEGATION <1 POSSIBILITY <1 swim.v.01 Theme -1									He, she lives near the beach, but she can't swim. 	She lives near the park, the beach, but she can't swim.	She lives near the beach, but she can't run, swim.	She lives near the park, I mean, the beach, but she can't swim.
p45/d1381	What is the name of the heroine in \\\"Gone with the Wind\\\"? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 heroine.n.01 Context +1 book.n.01 Name \\\"Gone with the Wind\\\"									Who, what is the name of the heroine in \\\"Gone with the Wind\\\"? 	What is the name of the hero, the heroine in \\\"Gone with the Wind\\\"? 	What is the name of the heroine in \\\"The Bluest Eye\", in \\\"Gone with the Wind\\\"?	What is the name of the hero, I mean, the heroine in \\\"Gone with the Wind\\\"?
p48/d3227	Tom doesn't approve of the way Mary's been behaving. 	male.n.02 Name \\\"Tom\\\" NEGATION <1 time.n.08 EQU now approve.v.02 Agent -2 Time -1 Theme +1 way.n.01 Proposition >1 CONTINUATION <0 female.n.02 Name \\\"Mary\\\" time.n.08 TPR now behave.v.01 Theme -2 Time -1									Jerry, Tom doesn't approve of the way Mary's been behaving.	Tom doesn't approve of the way Sarah, Mary's been behaving.	Tom doesn't approve of the way Mary's been acting, behaving.	Tom doesn't approve of the way Sarah, I mean, Mary's been behaving.
p74/d3377	Goethe's poem \\\"Mignon\\\" is widely read in Japan in Mori Ogai's excellent translation. 	male.n.02 Name \\\"Goethe\\\" poem.n.01 Creator -1 EQU +1 poem.n.01 Name \\\"Mignon\\\" time.n.08 EQU now widely.r.01 read.v.01 Theme -4 Time -2 Manner -1 Context +1 Time +4 country.n.02 Name \\\"Japan\\\" male.n.02 Name \\\"Mori Ogai\\\" excellent.a.01 AttributeOf +1 translation.n.01 Creator -2									Dante Alighieri's, Goethe's poem \\\"Mignon\\\" is widely read in Japan in Mori Ogai's excellent translation. 	Goethe's poem \\\"Mignon\\\" is widely read in Korea, in Japan in Mori Ogai's excellent translation. 	Goethe's poem \\\"Mignon\\\" is widely read in Japan in Mori Ogai's excellent elaboration, translation. 	Goethe's poem \\\"Mignon\\\" is widely read in Korea, I mean, in Japan in Mori Ogai's excellent translation.
p25/d1719	The dowser used a dowsing rod to search for water. 	person.n.01 Role +1 dowser.n.01 use.v.01 Agent -2 Time +1 Theme +2 Goal +3 time.n.08 TPR now dowsing_rod.n.01 search.v.01 Agent -5 Theme +1 water.n.06									The diviner, the dowser used a dowsing rod to search for water.	The dowser used a metal rod, a dowsing rod to search for water.	The dowser used a dowsing rod to search for oil, water.	The dowser used a metal rod, I mean, a dowsing rod to search for water.
p83/d2645	Tom crawled into bed and pulled the covers over himself. 	male.n.02 Name \\\"Tom\\\" crawl.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now bed.n.01 pull.v.01 Agent -4 Time +1 Theme +2 Destination +3 time.n.08 TPR now cover.n.02 male.n.02 ANA -7									Tim, Tom crawled into bed and pulled the covers over himself.	Tom crawled into the closet, into bed and pulled the covers over himself.	Tom crawled into bed and pulled the blanket, the covers over himself.	Tom crawled into the closet, I mean, into bed and pulled the covers over himself.
p36/d2203	Roger Miller was born on January 2, 1936 in the western city of Fort Worth, Texas. 	male.n.02 Name \\\"Roger Miller\\\" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 Location +5 time.n.08 MonthOfYear 1 time.n.08 DayOfMonth 2 EQU -1 EQU +1 time.n.08 YearOfCentury 1936 western.a.01 AttributeOf +1 city.n.01 EQU +1 PartOf +2 city.n.01 Name \\\"Fort Worth\\\" state.n.01 Name \\\"Texas\\\"									Roger Whelchel, Roger Miller was born on January 2, 1936 in the western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the southern, western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the eastern city, the western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the southern, I mean, western city of Fort Worth, Texas.
p81/d1154	We will defend the city also, but we won't support the Bolsheviki. 	person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 city.n.01 CONTRAST <1 person.n.01 Sub speaker NEGATION <1 time.n.08 TSU now support.v.03 Agent -2 Time -1 Theme +1 party.n.01 Name \\\"Bolsheviki\\\"									The ememy, we will defend the city also, but we won't support the Bolsheviki.	We will defend the countryside, the city also, but we won't support the Bolsheviki.	We will defend the city also, but we won't support the anarchists, the Bolsheviki.	We will defend the countryside, I mean, the city also, but we won't support the Bolsheviki.
p38/d1998	George Washington was born on the twenty second of February seventeen thirty two. 	male.n.02 Name \\\"George Washington\\\" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 22 YearOfCentury 1732 time.n.08 MonthOfYear 2 EQU -1 time.n.08 EQU -2									Alexander Hamilton, George Washington was born on the twenty second of February seventeen thirty two.	George Washington was born on the twelfth, the twenty second of February seventeen thirty two.	George Washington was born on the twenty third, the twenty second of February seventeen thirty two.	George Washington was born on the twelfth, I mean, the twenty second of February seventeen thirty two.
p05/d0919	The cow moos, the rooster crows, the pig oinks, the duck quacks, and the cat meows. 	cow.n.01 moo.v.01 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <1 rooster.n.01 crow.v.03 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <3 pig.n.01 oink.v.01 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <1 duck.n.01 quack.v.01 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <5 cat.n.01 meow.v.01 Agent -1 Time +1 time.n.08 EQU now									The horse, the cow moos, the rooster crows, the pig oinks, the duck quacks, and the cat meows.	The cow moos, the horse, the rooster crows, the pig oinks, the duck quacks, and the cat meows.	The cow moos, the rooster crows, the pig oinks, the duck quacks, and the dog barks, the cat meows.	The cow moos, the horse, I mean, the rooster crows, the pig oinks, the duck quacks, and the cat meows.
p36/d3158	Some of the apples in the box were rotten. 	entity.n.01 SubOf +1 apple.n.01 Location +1 box.n.01 time.n.08 TPR now rotten.a.02 AttributeOf -4 Time -1									One of the apples in the box were rotten.	Some of the oranges, the apples in the box were rotten.	Some of the apples in the bag, the box were rotten.	Some of the oranges, I mean, the apples in the box were rotten.
