doc_id	nl_clean	nl_repair	sbn_clean	sbn_repair	repair_pos	reparandum_synset	repair_synset	reparandum_surface	interregnum	strategy	devices	dropped_roles	max_abs_index	separator_in_tail	inflection_confident
p12/d1910	I'm kind of excited, too.	I'm kind of agitated, sorry, excited, too.	person.n.01 EQU speaker time.n.08 EQU now kind_of.r.01 excited.a.01 Experiencer -3 Time -2 Degree -1	person.n.01 EQU speaker time.n.08 EQU now kind_of.r.01 CORRECTION <1 agitated.a.01 Experiencer -3 Time -2 Degree -1 CONJUNCTION <2 % sorry excited.a.01 Experiencer -4 Time -3 Degree -2	a	agitated.a.01	excited.a.01	agitated	sorry	inplace			4	0	1
p50/d3112	I pulled a muscle.	I shot, actually, pulled a muscle.	person.n.01 EQU speaker pull.v.08 Agent -1 Time +1 Patient +2 time.n.08 TPR now muscle.n.01	person.n.01 EQU speaker CORRECTION <1 shoot.v.01 Agent -1 CONJUNCTION <2 % actually pull.v.08 Agent -2 Time +1 Patient +2 time.n.08 TPR now muscle.n.01	v	shoot.v.01	pull.v.08	shot	actually	inplace	d1_drop_role	Time|Patient	2	0	1
p75/d1998	I am grilling fish.	I am grilling produces, no wait, fish.	person.n.01 EQU speaker time.n.08 EQU now grill.v.01 Agent -2 Time -1 Product +1 fish.n.02	person.n.01 EQU speaker time.n.08 EQU now grill.v.01 Agent -2 Time -1 Product +1 entity.n.01 CORRECTION <1 produce.n.01 EQU -1 CONJUNCTION <2 % no wait fish.n.02 EQU -2	n	produce.n.01	fish.n.02	produces	no wait	anchor	d5_anchor_dummy		2	0	1
p75/d1998	I am grilling fish.	I am microwaving, grilling fish.	person.n.01 EQU speaker time.n.08 EQU now grill.v.01 Agent -2 Time -1 Product +1 fish.n.02	person.n.01 EQU speaker time.n.08 EQU now CORRECTION <1 microwave.v.01 Agent -2 Time -1 CONJUNCTION <2 grill.v.01 Agent -3 Time -2 Product +1 fish.n.02	v	microwave.v.01	grill.v.01	microwaving		inplace	d1_drop_role	Product	3	0	1
p00/d1660	I'm very lazy.	I'm very idle, or rather, lazy.	person.n.01 EQU speaker time.n.08 EQU now very.r.01 lazy.a.02 AttributeOf -3 Time -2 Degree -1	person.n.01 EQU speaker time.n.08 EQU now very.r.01 CORRECTION <1 idle.a.01 AttributeOf -3 Time -2 Degree -1 CONJUNCTION <2 % or rather lazy.a.02 AttributeOf -4 Time -3 Degree -2	a	idle.a.01	lazy.a.02	idle	or rather	inplace			4	0	1
p41/d0231	By whom was this picture painted?	By whom was this picture built, I mean to say, painted?	person.n.01 Name ? time.n.08 TPR now picture.n.02 paint.v.01 Agent -3 Time -2 Result -1	person.n.01 Name ? time.n.08 TPR now picture.n.02 CORRECTION <1 build.v.07 Agent -3 Time -2 Result -1 CONJUNCTION <2 % I mean to say paint.v.01 Agent -4 Time -3 Result -2	v	build.v.07	paint.v.01	built	I mean to say	inplace			4	0	1
p41/d0231	By whom was this picture painted?	By whom was this graphics, was this picture painted?	person.n.01 Name ? time.n.08 TPR now picture.n.02 paint.v.01 Agent -3 Time -2 Result -1	person.n.01 Name ? time.n.08 TPR now entity.n.01 CORRECTION <1 graphics.n.02 EQU -1 CONJUNCTION <2 picture.n.02 EQU -2 paint.v.01 Agent -5 Time -4 Result -3	n	graphics.n.02	picture.n.02	graphics		anchor	d5_anchor_dummy		5	0	1
p10/d3440	We should organize a search party.	We should arouse, that is, organize a search party.	person.n.01 Sub speaker NECESSITY <1 organize.v.01 Agent -1 Result +1 search_party.n.01	person.n.01 Sub speaker NECESSITY <1 CORRECTION <1 arouse.v.01 Agent -1 CONJUNCTION <2 % that is organize.v.01 Agent -2 Result +1 search_party.n.01	v	arouse.v.01	organize.v.01	arouse	that is	inplace	d1_drop_role	Result	2	0	1
p10/d3440	We should organize a search party.	We should organize a party to the action, sorry, search party.	person.n.01 Sub speaker NECESSITY <1 organize.v.01 Agent -1 Result +1 search_party.n.01	person.n.01 Sub speaker NECESSITY <1 organize.v.01 Agent -1 Result +1 entity.n.01 CORRECTION <1 party_to_the_action.n.01 EQU -1 CONJUNCTION <2 % sorry search_party.n.01 EQU -2	n	party_to_the_action.n.01	search_party.n.01	party to the action	sorry	anchor	d5_anchor_dummy		2	0	1
p77/d2929	Tom stepped out onto the balcony.	Tom undocked, stepped out onto the balcony.	"male.n.02 Name ""Tom"" step_out.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now balcony.n.02"	"male.n.02 Name ""Tom"" CORRECTION <1 undock.v.01 Theme -1 CONJUNCTION <2 step_out.v.01 Theme -2 Time +1 Destination +2 time.n.08 TPR now balcony.n.02"	v	undock.v.01	step_out.v.01	undocked		inplace	d1_drop_role	Time|Destination	2	0	1
p77/d2929	Tom stepped out onto the balcony.	Tom stepped out onto the coil, balcony.	"male.n.02 Name ""Tom"" step_out.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now balcony.n.02"	"male.n.02 Name ""Tom"" step_out.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now entity.n.01 CORRECTION <1 coil.n.01 EQU -1 CONJUNCTION <2 balcony.n.02 EQU -2"	n	coil.n.01	balcony.n.02	coil		anchor	d5_anchor_dummy		2	0	1
p79/d2276	They relaxed.	They ramped, well, relaxed.	person.n.01 relax.v.05 Agent -1 Time +1 time.n.08 TPR now	person.n.01 CORRECTION <1 ramp.v.01 Agent -1 CONJUNCTION <2 % well relax.v.05 Agent -2 Time +1 time.n.08 TPR now	v	ramp.v.01	relax.v.05	ramped	well	inplace	d1_drop_role	Time	2	0	1
p70/d3495	That's commonplace.	That's ordinary, commonplace.	entity.n.01 time.n.08 EQU now commonplace.a.01 AttributeOf -2 Time -1	entity.n.01 time.n.08 EQU now CORRECTION <1 ordinary.a.01 AttributeOf -2 Time -1 CONJUNCTION <2 commonplace.a.01 AttributeOf -3 Time -2	a	ordinary.a.01	commonplace.a.01	ordinary		inplace			3	0	1
p63/d3045	Tom doesn't think he's as creative as Mary.	Tom doesn't rate, think he's as creative as Mary.	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now think.v.01 Time -1 Proposition >1 Agent -2 CONTINUATION <0 male.n.02 ANA -3 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 creative.a.01 AttributeOf -3 Time -2 Degree -1 female.n.02 Name ""Mary"""	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now CORRECTION <1 rate.v.01 Time -1 Proposition >2 Agent -2 CONJUNCTION <2 think.v.01 Time -2 Proposition >1 Agent -3 CONTINUATION <0 male.n.02 ANA -4 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 creative.a.01 AttributeOf -3 Time -2 Degree -1 female.n.02 Name ""Mary"""	v	rate.v.01	think.v.01	rate		inplace			4	1	1
p63/d3045	Tom doesn't think he's as creative as Mary.	Tom doesn't think he's as productive, I mean, creative as Mary.	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now think.v.01 Time -1 Proposition >1 Agent -2 CONTINUATION <0 male.n.02 ANA -3 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 creative.a.01 AttributeOf -3 Time -2 Degree -1 female.n.02 Name ""Mary"""	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now think.v.01 Time -1 Proposition >1 Agent -2 CONTINUATION <0 male.n.02 ANA -3 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +3 CORRECTION <1 productive.a.01 AttributeOf -3 Time -2 Degree -1 CONJUNCTION <2 % I mean creative.a.01 AttributeOf -4 Time -3 Degree -2 female.n.02 Name ""Mary"""	a	productive.a.01	creative.a.01	productive	I mean	inplace			4	0	1
p18/d3245	We work from dawn until dusk.	We work from twilight, from dawn until dusk.	person.n.01 Sub speaker work.v.01 Agent -1 Time +1 Start +2 Finish +3 time.n.08 EQU now dawn.n.01 dusk.n.01	person.n.01 Sub speaker work.v.01 Agent -1 Time +1 Start +2 Finish +5 time.n.08 EQU now entity.n.01 CORRECTION <1 twilight.n.01 EQU -1 CONJUNCTION <2 dawn.n.01 EQU -2 dusk.n.01	n	twilight.n.01	dawn.n.01	twilight		anchor	d5_anchor_dummy		5	0	1
p18/d3245	We work from dawn until dusk.	We work from dawn until dawn, that is, dusk.	person.n.01 Sub speaker work.v.01 Agent -1 Time +1 Start +2 Finish +3 time.n.08 EQU now dawn.n.01 dusk.n.01	person.n.01 Sub speaker work.v.01 Agent -1 Time +1 Start +2 Finish +3 time.n.08 EQU now dawn.n.01 entity.n.01 CORRECTION <1 dawn.n.01 EQU -1 CONJUNCTION <2 % that is dusk.n.01 EQU -2	n	dawn.n.01	dusk.n.01	dawn	that is	anchor	d5_anchor_dummy		3	0	1
p37/d0774	I'm allergic to fish.	I'm allergic to produce, to fish.	person.n.01 EQU speaker time.n.08 EQU now allergic.a.02 Experiencer -2 Time -1 Stimulus +1 fish.n.02	person.n.01 EQU speaker time.n.08 EQU now allergic.a.02 Experiencer -2 Time -1 Stimulus +1 entity.n.01 CORRECTION <1 produce.n.01 EQU -1 CONJUNCTION <2 fish.n.02 EQU -2	n	produce.n.01	fish.n.02	produce		anchor	d5_anchor_dummy		2	0	1
p37/d0774	I'm allergic to fish.	I'm susceptible, that is, allergic to fish.	person.n.01 EQU speaker time.n.08 EQU now allergic.a.02 Experiencer -2 Time -1 Stimulus +1 fish.n.02	person.n.01 EQU speaker time.n.08 EQU now CORRECTION <1 susceptible.a.01 Experiencer -2 Time -1 CONJUNCTION <2 % that is allergic.a.02 Experiencer -3 Time -2 Stimulus +1 fish.n.02	a	susceptible.a.01	allergic.a.02	susceptible	that is	inplace	d1_drop_role	Stimulus	3	0	1
p25/d2302	The squirrel ate the hazelnuts.	The squirrel ate, ate the hazelnuts.	squirrel.n.01 eat.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now hazelnut.n.02	squirrel.n.01 CORRECTION <1 eat.v.02 Agent -1 CONJUNCTION <2 eat.v.01 Agent -2 Time +1 Patient +2 time.n.08 TPR now hazelnut.n.02	v	eat.v.02	eat.v.01	ate		inplace	d1_drop_role	Time|Patient	2	0	1
p25/d2302	The squirrel ate the hazelnuts.	The squirrel ate the chincapins, or rather, hazelnuts.	squirrel.n.01 eat.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now hazelnut.n.02	squirrel.n.01 eat.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now entity.n.01 CORRECTION <1 chincapin.n.01 EQU -1 CONJUNCTION <2 % or rather hazelnut.n.02 EQU -2	n	chincapin.n.01	hazelnut.n.02	chincapins	or rather	anchor	d5_anchor_dummy		2	0	1
p66/d0894	Tux is an Antarctic bird.	Tux is an Antarctic fetus, actually, bird.	"animal.n.01 Name ""Tux"" be.v.01 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now continent.n.01 Name ""antarctica"" bird.n.01 Source -1"	"animal.n.01 Name ""Tux"" be.v.01 Theme -1 Time +1 time.n.08 EQU now continent.n.01 Name ""antarctica"" CORRECTION <1 fetus.n.01 Source -1 Co-ThemeOf -3 CONJUNCTION <2 % actually bird.n.01 Source -2 Co-ThemeOf -4"	n	fetus.n.01	bird.n.01	fetus	actually	inplace	d2_invert_role		4	0	1
p75/d0834	His musical ability was fostered in Vienna.	His musical infiniteness, or rather, ability was fostered in Vienna.	"male.n.02 musical.a.01 AttributeOf +1 ability.n.01 Creator -2 time.n.08 TPR now foster.v.03 Theme -2 Time -1 Location +1 city.n.01 Name ""Vienna"""	"male.n.02 musical.a.01 AttributeOf +2 CORRECTION <1 infiniteness.n.01 Creator -2 CONJUNCTION <2 % or rather ability.n.01 Creator -3 time.n.08 TPR now foster.v.03 Theme -2 Time -1 Location +1 city.n.01 Name ""Vienna"""	n	infiniteness.n.01	ability.n.01	infiniteness	or rather	inplace	retarget_to_repair		3	0	1
p75/d0834	His musical ability was fostered in Vienna.	His musical ability was cheered, fostered in Vienna.	"male.n.02 musical.a.01 AttributeOf +1 ability.n.01 Creator -2 time.n.08 TPR now foster.v.03 Theme -2 Time -1 Location +1 city.n.01 Name ""Vienna"""	"male.n.02 musical.a.01 AttributeOf +1 ability.n.01 Creator -2 time.n.08 TPR now CORRECTION <1 cheer.v.01 Theme -2 Time -1 CONJUNCTION <2 foster.v.03 Theme -3 Time -2 Location +1 city.n.01 Name ""Vienna"""	v	cheer.v.01	foster.v.03	cheered		inplace	d1_drop_role	Location	3	0	1
p50/d0834	She was too proud to ask him for help.	She was too proud to ask him for education, help.	female.n.02 time.n.08 TPR now proud.a.01 Experiencer -2 Time -1 NEGATION <1 POSSIBILITY <1 ask.v.02 Agent -3 Recipient +1 Topic +2 male.n.02 help.n.01	female.n.02 time.n.08 TPR now proud.a.01 Experiencer -2 Time -1 NEGATION <1 POSSIBILITY <1 ask.v.02 Agent -3 Recipient +1 Topic +2 male.n.02 entity.n.01 CORRECTION <1 education.n.01 EQU -1 CONJUNCTION <2 help.n.01 EQU -2	n	education.n.01	help.n.01	education		anchor	d5_anchor_dummy		3	0	1
p50/d0834	She was too proud to ask him for help.	She was too immodest, I mean to say, proud to ask him for help.	female.n.02 time.n.08 TPR now proud.a.01 Experiencer -2 Time -1 NEGATION <1 POSSIBILITY <1 ask.v.02 Agent -3 Recipient +1 Topic +2 male.n.02 help.n.01	female.n.02 time.n.08 TPR now CORRECTION <1 immodest.a.01 Experiencer -2 Time -1 CONJUNCTION <2 % I mean to say proud.a.01 Experiencer -3 Time -2 NEGATION <3 POSSIBILITY <1 ask.v.02 Agent -4 Recipient +1 Topic +2 male.n.02 help.n.01	a	immodest.a.01	proud.a.01	immodest	I mean to say	inplace			4	1	1
p03/d1881	I'm allergic to gluten.	I'm susceptible, allergic to gluten.	person.n.01 EQU speaker time.n.08 EQU now allergic.a.02 Experiencer -2 Time -1 Stimulus +1 gluten.n.01	person.n.01 EQU speaker time.n.08 EQU now CORRECTION <1 susceptible.a.01 Experiencer -2 Time -1 CONJUNCTION <2 allergic.a.02 Experiencer -3 Time -2 Stimulus +1 gluten.n.01	a	susceptible.a.01	allergic.a.02	susceptible		inplace	d1_drop_role	Stimulus	3	0	1
p03/d1881	I'm allergic to gluten.	I'm allergic to iodoprotein, no wait, gluten.	person.n.01 EQU speaker time.n.08 EQU now allergic.a.02 Experiencer -2 Time -1 Stimulus +1 gluten.n.01	person.n.01 EQU speaker time.n.08 EQU now allergic.a.02 Experiencer -2 Time -1 Stimulus +1 entity.n.01 CORRECTION <1 iodoprotein.n.01 EQU -1 CONJUNCTION <2 % no wait gluten.n.01 EQU -2	n	iodoprotein.n.01	gluten.n.01	iodoprotein	no wait	anchor	d5_anchor_dummy		2	0	1
p16/d1386	What is the name of the head of the Australian Federal Government?	What is the name of the head of the Australian Papacy, I mean to say, Federal Government?	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 head.n.04 PartOf +2 country.n.02 Name ""australia"" federal_government.n.01 Location -1"	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 head.n.04 PartOf +3 country.n.02 Name ""australia"" CORRECTION <1 papacy.n.01 Location -1 CONJUNCTION <2 % I mean to say federal_government.n.01 Location -2"	n	papacy.n.01	federal_government.n.01	papacy	I mean to say	inplace	retarget_to_repair		3	0	1
p16/d1386	What is the name of the head of the Australian Federal Government?	What is the name of the aristocrat, that is, head of the Australian Federal Government?	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 head.n.04 PartOf +2 country.n.02 Name ""australia"" federal_government.n.01 Location -1"	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 entity.n.01 CORRECTION <1 aristocrat.n.01 EQU -1 CONJUNCTION <2 % that is head.n.04 PartOf +2 EQU -2 country.n.02 Name ""australia"" federal_government.n.01 Location -1"	n	aristocrat.n.01	head.n.04	aristocrat	that is	anchor	d5_anchor_dummy|d1_drop_role	PartOf	2	0	1
p37/d2929	The butcher is weighing the meat.	The seller, in fact, butcher is weighing the meat.	person.n.01 Role +1 butcher.n.01 time.n.08 EQU now weigh.v.03 Agent -3 Time -1 Theme +1 meat.n.01	person.n.01 Role +1 entity.n.01 CORRECTION <1 seller.n.01 EQU -1 CONJUNCTION <2 % in fact butcher.n.01 EQU -2 time.n.08 EQU now weigh.v.03 Agent -5 Time -1 Theme +1 meat.n.01	n	seller.n.01	butcher.n.01	seller	in fact	anchor	d5_anchor_dummy		5	0	1
p37/d2929	The butcher is weighing the meat.	The butcher is weighing the produce, no, the meat.	person.n.01 Role +1 butcher.n.01 time.n.08 EQU now weigh.v.03 Agent -3 Time -1 Theme +1 meat.n.01	person.n.01 Role +1 butcher.n.01 time.n.08 EQU now weigh.v.03 Agent -3 Time -1 CORRECTION <1 produce.n.01 ThemeOf -1 CONJUNCTION <2 % no meat.n.01 ThemeOf -2	n	produce.n.01	meat.n.01	produce	no	inplace	d2_invert_role		3	0	1
p48/d1545	Tom is way taller than Mary.	Tom is way large, taller than Mary.	"male.n.02 Name ""Tom"" time.n.08 EQU now measure.n.02 Quantity + tall.a.01 AttributeOf -3 Time -2 Degree +1 more.r.01 Theme -4 Value -2 Co-Theme +1 female.n.02 Name ""Mary"""	"male.n.02 Name ""Tom"" time.n.08 EQU now measure.n.02 Quantity + CORRECTION <1 large.a.01 AttributeOf -3 Time -2 CONJUNCTION <2 tall.a.01 AttributeOf -4 Time -3 Degree +1 more.r.01 Theme -5 Value -3 Co-Theme +1 female.n.02 Name ""Mary"""	a	large.a.01	tall.a.01	large		inplace	d1_drop_role	Degree	5	0	1
p83/d0164	If you hear hoofbeats, don't look for zebras.	If you hear hoofbeats, don't look for horses, zebras.	person.n.01 EQU hearer hear.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 EQU now hoof.n.01 beat.n.06 Causer -1 CONSEQUENCE <1 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now look_for.v.01 Agent -2 Time -1 Theme +1 zebra.n.01	person.n.01 EQU hearer hear.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 EQU now hoof.n.01 beat.n.06 Causer -1 CONSEQUENCE <1 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now look_for.v.01 Agent -2 Time -1 CORRECTION <1 horse.n.01 ThemeOf -1 CONJUNCTION <2 zebra.n.01 ThemeOf -2	n	horse.n.01	zebra.n.01	horses		inplace	d2_invert_role		3	0	1
p83/d0164	If you hear hoofbeats, don't look for zebras.	If you apperceive, hear hoofbeats, don't look for zebras.	person.n.01 EQU hearer hear.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 EQU now hoof.n.01 beat.n.06 Causer -1 CONSEQUENCE <1 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now look_for.v.01 Agent -2 Time -1 Theme +1 zebra.n.01	person.n.01 EQU hearer CORRECTION <1 apperceive.v.01 Experiencer -1 CONJUNCTION <2 hear.v.01 Experiencer -2 Time +1 Stimulus +3 time.n.08 EQU now hoof.n.01 beat.n.06 Causer -1 CONSEQUENCE <3 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now look_for.v.01 Agent -2 Time -1 Theme +1 zebra.n.01	v	apperceive.v.01	hear.v.01	apperceive		inplace	d1_drop_role	Time|Stimulus	3	1	1
p00/d0888	The book is big.	The book is small, that is, big.	book.n.02 time.n.08 EQU now big.a.01 Time -1 Value + AttributeOf -2	book.n.02 time.n.08 EQU now CORRECTION <1 small.a.01 Time -1 Value + AttributeOf -2 CONJUNCTION <2 % that is big.a.01 Time -2 Value + AttributeOf -3	a	small.a.01	big.a.01	small	that is	inplace			3	0	1
p00/d0888	The book is big.	The movie, The book is big.	book.n.02 time.n.08 EQU now big.a.01 Time -1 Value + AttributeOf -2	entity.n.01 CORRECTION <1 movie.n.01 EQU -1 CONJUNCTION <2 book.n.02 EQU -2 time.n.08 EQU now big.a.01 Time -1 Value + AttributeOf -4	n	movie.n.01	book.n.02	movie		anchor	d5_anchor_dummy		4	0	1
p85/d3492	There's a cat on the desk.	There's a big cat, a cat on the desk.	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now cat.n.01 desk.n.01	entity.n.01 be.v.03 Time +1 EQU -1 Location +4 time.n.08 EQU now CORRECTION <1 big_cat.n.01 ThemeOf -2 CONJUNCTION <2 cat.n.01 ThemeOf -3 desk.n.01	n	big_cat.n.01	cat.n.01	big cat		inplace	d2_invert_role		4	0	1
p85/d3492	There's a cat on the desk.	There's a cat on the altar, desk.	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now cat.n.01 desk.n.01	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now cat.n.01 entity.n.01 CORRECTION <1 altar.n.01 EQU -1 CONJUNCTION <2 desk.n.01 EQU -2	n	altar.n.01	desk.n.01	altar		anchor	d5_anchor_dummy		3	0	1
p05/d0814	We have used up the coal.	We have used up the petroleum, well, coal.	person.n.01 Sub speaker use_up.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now coal.n.01	person.n.01 Sub speaker use_up.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now entity.n.01 CORRECTION <1 petroleum.n.01 EQU -1 CONJUNCTION <2 % well coal.n.01 EQU -2	n	petroleum.n.01	coal.n.01	petroleum	well	anchor	d5_anchor_dummy		2	0	1
p05/d0814	We have used up the coal.	We have taken, no, have used up the coal.	person.n.01 Sub speaker use_up.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now coal.n.01	person.n.01 Sub speaker CORRECTION <1 take.v.02 Agent -1 CONJUNCTION <2 % no use_up.v.01 Agent -2 Time +1 Patient +2 time.n.08 TPR now coal.n.01	v	take.v.02	use_up.v.01	taken	no	inplace	d1_drop_role	Time|Patient	2	0	1
p07/d3134	Tom sings.	Tom rants, that is, sings.	"male.n.02 Name ""Tom"" sing.v.02 Agent -1 Time +1 time.n.08 EQU now"	"male.n.02 Name ""Tom"" CORRECTION <1 rant.v.01 Agent -1 CONJUNCTION <2 % that is sing.v.02 Agent -2 Time +1 time.n.08 EQU now"	v	rant.v.01	sing.v.02	rants	that is	inplace	d1_drop_role	Time	2	0	1
p34/d2345	Tom has autographed it.	Tom has countersigned, has autographed it.	"male.n.02 Name ""Tom"" autograph.v.01 Agent -1 Time +1 Destination +2 time.n.08 TPR now entity.n.01"	"male.n.02 Name ""Tom"" CORRECTION <1 countersign.v.01 Agent -1 CONJUNCTION <2 autograph.v.01 Agent -2 Time +1 Destination +2 time.n.08 TPR now entity.n.01"	v	countersign.v.01	autograph.v.01	countersigned		inplace	d1_drop_role	Time|Destination	2	0	1
p18/d3545	He dropped lemon juice into his tea.	He dropped, dropped lemon juice into his tea.	male.n.02 drop.v.02 Agent -1 Time +1 Theme +2 Destination +4 time.n.08 TPR now lemon_juice.n.01 male.n.02 ANA -4 tea.n.01 User -1	male.n.02 CORRECTION <1 drop.v.01 Agent -1 CONJUNCTION <2 drop.v.02 Agent -2 Time +1 Theme +2 Destination +4 time.n.08 TPR now lemon_juice.n.01 male.n.02 ANA -5 tea.n.01 User -1	v	drop.v.01	drop.v.02	dropped		inplace	d1_drop_role	Time|Theme|Destination	5	0	1
p18/d3545	He dropped lemon juice into his tea.	He dropped gravy, lemon juice into his tea.	male.n.02 drop.v.02 Agent -1 Time +1 Theme +2 Destination +4 time.n.08 TPR now lemon_juice.n.01 male.n.02 ANA -4 tea.n.01 User -1	male.n.02 drop.v.02 Agent -1 Time +1 Destination +5 time.n.08 TPR now CORRECTION <1 gravy.n.02 ThemeOf -2 CONJUNCTION <2 lemon_juice.n.01 ThemeOf -3 male.n.02 ANA -5 tea.n.01 User -1	n	gravy.n.02	lemon_juice.n.01	gravy		inplace	d2_invert_role		5	0	1
p68/d2398	Naked boys were swimming in the river.	Naked boys were swimming in the rivulet, in the river.	naked.a.01 AttributeOf +1 boy.n.01 time.n.08 TPR now swim.v.01 Theme -2 Time -1 Location +1 river.n.01	naked.a.01 AttributeOf +1 boy.n.01 time.n.08 TPR now swim.v.01 Theme -2 Time -1 Location +1 entity.n.01 CORRECTION <1 rivulet.n.01 EQU -1 CONJUNCTION <2 river.n.01 EQU -2	n	rivulet.n.01	river.n.01	rivulet		anchor	d5_anchor_dummy		2	0	1
p68/d2398	Naked boys were swimming in the river.	Naked chaps, boys were swimming in the river.	naked.a.01 AttributeOf +1 boy.n.01 time.n.08 TPR now swim.v.01 Theme -2 Time -1 Location +1 river.n.01	naked.a.01 AttributeOf +1 entity.n.01 CORRECTION <1 chap.n.01 EQU -1 CONJUNCTION <2 boy.n.01 EQU -2 time.n.08 TPR now swim.v.01 Theme -4 Time -1 Location +1 river.n.01	n	chap.n.01	boy.n.01	chaps		anchor	d5_anchor_dummy		4	0	1
p59/d2551	Thirteen people were arrested.	Thirteen people were snatched, no, arrested.	quantity.n.01 EQU 13 person.n.01 Quantity -1 time.n.08 TPR now arrest.v.01 Patient -2 Time -1	quantity.n.01 EQU 13 person.n.01 Quantity -1 time.n.08 TPR now CORRECTION <1 snatch.v.01 Patient -2 Time -1 CONJUNCTION <2 % no arrest.v.01 Patient -3 Time -2	v	snatch.v.01	arrest.v.01	snatched	no	inplace			3	0	1
p16/d3501	Tom is going to pick me up at 2:30.	Tom is going to advect, actually, pick me up at 2:30.	"male.n.02 Name ""Tom"" time.n.08 TSU now pick_up.v.03 Agent -2 Time -1 Theme +1 Time +2 person.n.01 EQU speaker time.n.08 ClockTime 14:30"	"male.n.02 Name ""Tom"" time.n.08 TSU now CORRECTION <1 advect.v.01 Agent -2 Time -1 CONJUNCTION <2 % actually pick_up.v.03 Agent -3 Time -2 Theme +1 Time +2 person.n.01 EQU speaker time.n.08 ClockTime 14:30"	v	advect.v.01	pick_up.v.03	advect	actually	inplace	d1_drop_role	Theme|Time	3	0	1
p77/d1870	The light was on.	The light was off, on.	light.n.02 time.n.08 TPR now on.a.01 AttributeOf -2 Time -1	light.n.02 time.n.08 TPR now CORRECTION <1 off.a.01 AttributeOf -2 Time -1 CONJUNCTION <2 on.a.01 AttributeOf -3 Time -2	a	off.a.01	on.a.01	off		inplace			3	0	1
p77/d1870	The light was on.	The lamp, well, light was on.	light.n.02 time.n.08 TPR now on.a.01 AttributeOf -2 Time -1	entity.n.01 CORRECTION <1 lamp.n.01 EQU -1 CONJUNCTION <2 % well light.n.02 EQU -2 time.n.08 TPR now on.a.01 AttributeOf -4 Time -1	n	lamp.n.01	light.n.02	lamp	well	anchor	d5_anchor_dummy		4	0	1
p23/d2134	Tom's mother lives in this village.	Tom's father, mother lives in this village.	"male.n.02 Name ""Tom"" person.n.01 Role +1 mother.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 time.n.08 EQU now village.n.02"	"male.n.02 Name ""Tom"" person.n.01 Role +2 CORRECTION <1 father.n.01 Of -2 CONJUNCTION <2 mother.n.01 Of -3 live.v.01 Theme -3 Time +1 Location +2 time.n.08 EQU now village.n.02"	n	father.n.01	mother.n.01	father		inplace	retarget_to_repair		3	0	1
